,zpid,zipcode,latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_saledate,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,city_austin,city_del valle,city_driftwood,city_dripping springs,city_manchaca,city_manor,city_pflugerville,city_road,city_west lake hills,homeType_Apartment,homeType_Condo,homeType_Mobile / Manufactured,homeType_MultiFamily,homeType_Multiple Occupancy,homeType_Other,homeType_Residential,homeType_Single Family,homeType_Townhouse,homeType_Vacant Land
10,241932327,78660,30.414934158325195,-97.6432876586914,1.98,2,1,1,1,1,0,0,2,2016,279900.0,2,2020-08-28,8,2020,32,0,3,2,0,3,0,0,0,5401.0,1580.0,1,0,1,1,1.2,3.6666666666666665,1051,12,2.0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
11,241930967,78617,30.159337997436523,-97.63335418701172,1.98,0,1,1,0,1,0,0,0,2016,250000.0,1,2019-04-12,4,2019,37,0,4,1,0,0,0,0,0,4965.0,2281.0,1,0,1,1,1.2,3.0,1615,14,3.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,69808966,78617,30.167768478393555,-97.6234359741211,1.98,2,1,1,1,1,0,1,2,2005,239900.0,9,2020-09-05,9,2020,28,0,4,2,1,0,0,0,0,6011.0,1762.0,1,0,1,1,0.6333333333333333,3.333333333333333,1626,14,2.0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13,64520966,78617,30.15428352355957,-97.65058135986328,1.98,0,1,1,0,1,0,0,0,2003,200000.0,1,2018-12-15,12,2018,16,0,4,1,0,0,0,0,0,6926.0,1326.0,1,0,1,1,1.8333333333333333,3.0,1615,14,2.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14,83813460,78617,30.15972137451172,-97.6362762451172,1.98,2,1,1,1,1,0,0,2,2010,131679.0,5,2020-08-18,8,2020,54,0,2,2,1,1,0,0,0,10846.0,1655.0,1,0,1,1,1.2333333333333334,3.0,1615,14,3.0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15,29470450,78617,30.15768814086914,-97.64641571044922,1.98,2,1,1,1,1,0,0,2,2000,200000.0,1,2020-06-02,6,2020,25,0,4,2,3,1,0,1,0,6621.0,1228.0,1,0,1,1,1.4666666666666668,3.0,1615,14,2.0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,70341946,78617,30.168758392333984,-97.61647033691406,1.98,2,1,1,1,1,0,0,2,2009,212000.0,5,2019-02-27,2,2019,26,0,3,2,0,0,0,0,0,10802.0,1752.0,1,0,1,1,0.5666666666666667,3.333333333333333,1626,14,2.0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,116080992,78717,30.486408233642567,-97.7947235107422,2.21,0,1,1,0,1,0,0,0,2014,687850.0,13,2018-08-28,8,2018,40,0,4,2,0,0,0,0,0,10672.0,4564.0,1,0,1,1,3.266666666666667,7.666666666666668,1259,14,6.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,88013985,78717,30.49437522888184,-97.79651641845705,2.21,2,1,1,1,1,0,1,2,2007,409000.0,4,2018-12-03,12,2018,31,0,6,3,0,0,0,0,0,9060.0,3233.0,1,0,1,1,1.933333333333333,8.333333333333334,1481,16,4.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,70344594,78724,30.25570678710937,-97.57695770263672,1.98,2,0,1,1,1,0,0,2,2006,199000.0,3,2020-12-22,12,2020,21,1,2,2,1,0,0,0,0,7448.0,1511.0,1,0,1,1,2.4333333333333336,2.6666666666666665,1478,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,185217484,78717,30.49563789367676,-97.7978744506836,2.21,0,1,1,0,1,0,0,0,2008,400000.0,2,2020-01-10,1,2020,20,0,3,2,0,0,0,0,0,7666.0,2228.0,1,0,1,1,1.9,8.333333333333334,1481,16,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21,121719682,78717,30.490257263183604,-97.79174041748048,2.21,2,1,1,1,1,0,0,0,2015,699000.0,1,2020-12-07,12,2020,36,0,7,2,2,0,0,0,1,10890.0,4020.0,1,0,1,1,3.266666666666667,7.666666666666668,1259,14,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,116080981,78717,30.4887752532959,-97.7948989868164,2.21,2,1,1,1,1,0,0,2,2013,549900.0,2,2018-03-13,3,2018,69,0,4,3,0,0,0,0,0,8494.0,3494.0,1,0,1,1,3.2999999999999994,7.666666666666668,1259,14,5.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23,83822421,78747,30.08774757385254,-97.7052001953125,1.98,2,0,1,1,1,0,0,2,2007,350000.0,6,2019-03-29,3,2019,27,0,3,2,0,0,0,0,0,107593.2,1216.0,1,0,1,1,5.2,3.333333333333333,1557,14,5.0,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,29462564,78725,30.233154296875,-97.58731842041016,1.98,2,0,1,1,1,0,0,2,1999,240000.0,2,2020-12-31,12,2020,10,0,4,2,2,0,0,0,0,5183.0,1534.0,1,0,1,1,1.8,3.0,1457,13,3.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,70355992,78725,30.23806571960449,-97.57801818847656,1.98,2,1,1,1,1,0,0,2,2013,249900.0,1,2020-12-04,12,2020,35,2,3,2,1,1,0,0,0,7405.0,1738.0,1,0,1,1,1.9666666666666668,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26,89659978,78717,30.492189407348643,-97.79308319091795,2.21,3,1,1,1,1,0,0,3,2010,400000.0,2,2020-04-22,4,2020,21,0,3,3,2,1,0,1,0,12196.8,2630.0,1,0,1,1,2.0333333333333337,8.333333333333334,1481,16,3.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,70355990,78725,30.238237380981445,-97.57833099365234,1.98,2,1,1,1,1,0,0,2,2012,200000.0,1,2018-01-30,1,2018,33,0,5,2,0,0,0,0,0,8145.0,1652.0,1,0,1,1,1.9666666666666668,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,70333917,78726,30.426456451416016,-97.85929107666016,1.98,2,1,1,1,1,0,1,2,2004,875000.0,2,2020-11-09,11,2020,38,0,8,2,4,1,0,0,0,30056.4,3402.0,1,0,1,1,2.066666666666667,7.0,1277,16,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,29471292,78747,30.10340118408203,-97.71691131591795,1.98,2,0,1,1,1,0,0,2,1970,164995.0,4,2020-10-27,10,2020,29,0,1,2,2,2,0,1,0,102366.0,2350.0,1,0,1,1,4.766666666666667,3.333333333333333,1557,14,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30,241932966,78744,30.17614555358887,-97.6981430053711,1.98,2,1,1,1,1,0,0,2,2016,287500.0,2,2019-04-18,4,2019,40,0,4,2,0,0,0,0,0,6141.0,1634.0,1,0,1,1,2.9,3.6666666666666665,1532,12,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,116080975,78717,30.488996505737305,-97.79379272460938,2.21,2,1,1,1,1,0,0,2,2013,650000.0,1,2020-03-25,3,2020,1,0,3,3,1,0,0,2,0,8363.0,3047.0,1,0,1,1,3.3000000000000003,7.666666666666668,1259,14,4.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,145656987,78725,30.24176788330078,-97.5790557861328,1.98,0,1,1,0,1,0,0,0,2015,196000.0,1,2019-01-10,1,2019,29,0,7,1,0,0,0,0,0,5532.0,1399.0,1,0,1,1,1.9333333333333336,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,83821490,78747,30.08502960205078,-97.69979095458984,1.98,0,0,0,0,1,0,0,0,1985,239999.0,5,2018-08-23,8,2018,35,0,1,0,0,0,0,0,0,411206.4,1264.0,1,0,1,1,5.366666666666667,3.333333333333333,1557,14,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,70333915,78726,30.42596435546875,-97.85840606689452,1.98,0,1,1,0,1,0,0,0,2005,830000.0,5,2019-09-17,9,2019,37,0,4,1,1,3,0,1,0,19166.4,3573.0,1,0,1,1,2.0,7.0,1277,16,5.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35,29462467,78725,30.231584548950195,-97.5912628173828,1.98,0,1,1,0,1,0,0,0,2000,219990.0,1,2019-06-07,6,2019,24,0,4,1,0,1,0,0,0,6229.0,2035.0,1,0,1,1,1.7666666666666666,3.0,1457,13,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,89548387,78725,30.2150993347168,-97.63643646240234,1.98,0,1,1,0,1,0,0,0,2009,195000.0,1,2019-03-28,3,2019,26,0,4,1,0,0,0,0,0,6751.0,1304.0,1,0,1,1,3.266666666666667,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,29366912,78732,30.41598701477051,-97.90055847167967,1.98,7,1,1,1,1,1,1,7,2005,4250000.0,7,2018-08-15,8,2018,40,0,7,2,0,0,0,0,0,106286.4,7284.0,1,0,1,1,4.1000000000000005,7.0,1277,16,7.0,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,241932964,78744,30.175445556640625,-97.69815826416016,1.98,2,1,1,1,1,0,0,2,2016,309999.0,1,2018-03-26,3,2018,31,0,7,2,0,0,0,0,0,7100.0,1907.0,1,0,1,1,2.9,3.6666666666666665,1532,12,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,29376494,78726,30.44289970397949,-97.82464599609376,1.98,2,1,1,1,1,0,0,2,1988,427000.0,5,2020-03-04,3,2020,8,0,2,2,2,2,0,1,0,10890.0,2484.0,1,0,1,1,1.2333333333333332,8.0,1275,15,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,69808963,78725,30.22610282897949,-97.59052276611328,1.98,0,1,1,0,1,0,0,0,2006,205000.0,2,2018-01-25,1,2018,24,0,6,1,0,0,0,0,0,4399.0,2088.0,1,0,1,1,1.9,3.0,1457,13,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,121656950,78747,30.11837577819824,-97.70490264892578,1.98,0,0,1,0,1,0,0,0,2013,300000.0,4,2018-11-30,11,2018,31,0,2,0,0,0,0,0,0,43560.0,2100.0,1,0,1,1,4.9,3.6666666666666665,1532,12,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,185217474,78717,30.494144439697266,-97.79753112792967,2.21,0,1,1,0,1,0,1,0,2008,344600.0,3,2019-09-05,9,2019,41,0,5,2,2,0,0,2,0,6786.0,2134.0,1,0,1,1,2.0,8.333333333333334,1481,16,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,29366911,78732,30.41670608520508,-97.90070343017578,1.98,2,0,1,1,1,1,1,2,1992,3395000.0,9,2020-07-10,7,2020,56,0,4,3,3,0,2,0,0,86684.4,4747.0,1,0,1,1,4.166666666666667,7.0,1277,16,5.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
44,145657963,78744,30.16147994995117,-97.72125244140624,1.98,2,1,1,1,1,0,0,2,2015,399900.0,1,2020-06-26,6,2020,40,0,4,2,1,4,0,0,0,8537.0,2629.0,1,0,1,1,3.1333333333333333,3.6666666666666665,1532,12,3.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
45,29370494,78750,30.42639350891113,-97.79273223876952,1.98,2,0,1,1,1,1,0,2,1991,648000.0,6,2020-11-30,11,2020,50,0,6,2,2,2,0,0,0,11325.6,2567.0,1,0,1,1,1.1666666666666667,9.0,1616,16,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,89548844,78725,30.213117599487305,-97.63728332519533,1.98,0,1,1,0,1,0,0,0,2009,186500.0,1,2018-02-01,2,2018,6,0,3,1,0,0,0,0,0,7797.0,1420.0,1,0,1,1,3.3000000000000003,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,125901465,78725,30.23823547363281,-97.58043670654295,1.98,2,1,1,1,1,0,0,2,2015,219000.0,1,2020-04-03,4,2020,28,0,5,2,1,1,0,0,0,4617.0,1267.0,1,0,1,1,1.9,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,63228462,78725,30.22929382324219,-97.59007263183594,1.98,0,1,1,0,1,0,0,0,2004,179900.0,1,2018-03-22,3,2018,25,0,0,1,0,0,0,0,0,5924.0,1194.0,1,0,1,1,1.8333333333333333,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,96639474,78729,30.4632568359375,-97.78580474853516,2.21,0,1,1,0,1,0,0,0,2011,405000.0,1,2020-02-18,2,2020,28,0,3,2,2,1,0,1,0,5619.0,2142.0,1,0,1,1,2.3000000000000003,6.0,1228,14,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50,80094409,78732,30.41860008239746,-97.89057159423828,1.98,5,1,1,1,1,0,1,5,2006,2950000.0,4,2019-10-17,10,2019,40,0,4,4,0,0,0,0,0,68389.2,9591.0,1,0,1,1,3.533333333333333,7.0,1277,16,7.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
51,64431038,78747,30.11583137512207,-97.71607208251952,1.98,0,0,1,0,1,0,1,0,1993,565000.0,1,2019-08-01,8,2019,25,0,2,1,3,2,0,0,0,1001880.0,2169.0,1,0,1,1,4.633333333333334,3.333333333333333,1557,14,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52,89547842,78725,30.21501922607422,-97.63804626464844,1.98,0,1,1,0,1,0,0,0,2014,194098.0,1,2019-03-06,3,2019,9,0,5,1,0,0,0,0,0,5445.0,1296.0,1,0,1,1,3.333333333333333,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,251030464,78724,30.25937271118164,-97.58674621582033,1.98,1,1,1,1,1,0,0,1,2018,255700.0,2,2019-04-05,4,2019,22,0,3,2,0,0,0,0,0,6098.0,2570.0,1,0,1,1,2.2,2.6666666666666665,1478,13,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,29376491,78726,30.442386627197266,-97.8249969482422,1.98,0,1,1,0,1,0,0,0,1989,495000.0,1,2019-06-07,6,2019,1,0,3,1,0,0,0,0,0,9147.0,3140.0,1,0,1,1,1.2333333333333334,8.0,1275,15,3.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55,241932962,78744,30.17613220214844,-97.6977310180664,1.98,2,1,1,1,1,0,0,2,2016,325000.0,4,2020-08-18,8,2020,67,0,4,2,1,1,0,1,0,6141.0,2068.0,1,0,1,1,2.9,3.6666666666666665,1532,12,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,64729016,78719,30.10301971435547,-97.69129943847656,1.98,2,0,1,1,1,0,0,2,1982,250000.0,1,2020-08-13,8,2020,31,0,3,2,2,0,0,0,0,64468.8,2736.0,1,0,1,1,4.833333333333333,3.333333333333333,1557,14,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,70355962,78725,30.23895072937012,-97.58032989501952,1.98,2,1,1,1,1,0,1,2,2006,198500.0,4,2020-04-13,4,2020,27,0,5,2,1,1,0,0,0,5749.0,1807.0,1,0,1,1,1.8666666666666665,3.0,1457,13,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,29376490,78726,30.442228317260746,-97.82511138916016,1.98,2,1,1,1,1,0,1,2,1990,485000.0,1,2020-10-30,10,2020,60,0,5,2,1,1,0,0,0,8624.0,2956.0,1,0,1,1,1.2333333333333334,8.0,1275,15,3.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59,29366907,78732,30.41809463500977,-97.90081787109376,1.98,6,0,1,1,1,1,1,6,1996,5495000.0,5,2020-10-28,10,2020,43,0,2,2,0,0,0,0,0,24829.2,8800.0,1,0,1,1,4.166666666666667,7.0,1277,16,8.0,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,250825472,78717,30.49202919006348,-97.79917907714844,2.21,2,1,1,1,1,0,0,2,2016,440000.0,1,2020-05-15,5,2020,31,0,4,3,1,2,0,1,0,5536.0,2595.0,1,0,1,1,2.1,8.333333333333334,1481,16,3.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,89550834,78725,30.21296501159668,-97.63726806640624,1.98,0,1,1,0,1,0,0,0,2010,225000.0,2,2019-02-01,2,2019,19,0,5,1,0,0,0,0,0,9626.0,1420.0,1,0,1,1,3.3000000000000003,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
62,64674953,78725,30.24004554748535,-97.5873565673828,1.98,2,1,1,1,1,0,1,2,2003,207900.0,4,2018-07-04,7,2018,26,0,2,2,0,0,0,0,0,5314.0,1929.0,1,0,1,1,1.633333333333333,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
63,29374483,78750,30.433971405029297,-97.8055191040039,1.98,2,1,1,1,1,1,0,2,1976,575000.0,1,2021-01-08,1,2021,23,0,4,2,1,0,0,0,0,14810.4,2170.0,0,1,1,1,1.2,8.666666666666666,1632,16,2.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64,29461422,78725,30.237213134765625,-97.58354949951172,1.98,0,1,1,0,1,0,0,0,1996,200000.0,1,2019-09-24,9,2019,30,0,2,1,0,1,0,0,0,6969.0,1592.0,1,0,1,1,1.7666666666666666,3.0,1457,13,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,116080970,78717,30.48861694335937,-97.79280853271484,2.21,0,1,1,0,1,0,0,0,2016,675000.0,2,2019-07-25,7,2019,40,0,3,2,1,0,0,0,0,12632.4,3837.0,1,0,1,1,3.266666666666667,7.666666666666668,1259,14,5.0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66,70333905,78726,30.42463111877441,-97.8576889038086,1.98,0,1,1,0,1,0,0,0,2011,975000.0,1,2018-01-31,1,2018,36,0,3,1,0,0,0,0,0,58806.00000000001,3450.0,1,0,1,1,1.9,7.0,1277,16,4.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67,29557482,78729,30.45297622680664,-97.78694915771484,2.21,6,0,1,1,1,0,0,6,1976,259000.0,2,2019-01-19,1,2019,19,0,4,3,0,0,0,0,0,16552.8,1239.0,1,0,1,1,1.7666666666666666,5.333333333333333,1369,12,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
68,241932948,78744,30.17658805847168,-97.69738006591795,1.98,0,1,1,0,1,0,0,0,2016,275000.0,1,2020-02-10,2,2020,40,0,4,1,0,0,0,1,0,5488.0,1449.0,1,0,1,1,2.9,3.6666666666666665,1532,12,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,29461406,78725,30.23699188232422,-97.58533477783205,1.98,0,1,1,0,1,0,0,0,1997,199999.0,4,2019-08-23,8,2019,18,0,3,1,1,0,0,0,0,5227.0,1335.0,1,0,1,1,1.7333333333333334,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70,2081704483,78725,30.22005844116211,-97.63460540771484,1.98,2,1,1,1,1,0,0,2,2020,268729.0,5,2020-06-29,6,2020,1,0,3,1,0,1,0,1,0,4800.0,1514.0,1,0,1,1,3.1333333333333333,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,116080962,78717,30.4880485534668,-97.79401397705078,2.21,0,1,1,0,1,0,0,0,2013,625000.0,1,2019-07-22,7,2019,30,0,2,2,1,0,0,0,0,15681.6,3111.0,1,0,1,1,3.266666666666667,7.666666666666668,1259,14,3.0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,29376480,78726,30.443117141723643,-97.8240737915039,1.98,4,1,1,1,1,0,0,4,1989,435000.0,7,2020-07-24,7,2020,65,0,2,2,2,0,0,2,0,8973.0,3113.0,1,0,1,1,1.2,8.0,1275,15,3.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
73,241932946,78744,30.17620658874512,-97.696533203125,1.98,0,1,1,0,1,0,0,0,2016,285000.0,2,2018-12-21,12,2018,1,0,4,1,0,0,0,0,0,5662.0,1973.0,1,0,1,1,2.9,3.6666666666666665,1532,12,3.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
74,29351492,78731,30.352840423583984,-97.79354858398438,1.98,0,1,1,0,1,0,0,0,1995,399900.0,1,2019-01-31,1,2019,26,0,3,1,0,0,0,0,0,3963.0,1487.0,1,0,1,1,3.4,7.0,1177,16,2.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
75,241932900,78725,30.23677062988281,-97.58175659179688,1.98,0,1,1,0,1,0,0,0,2016,215000.0,1,2019-08-16,8,2019,27,0,3,1,0,0,0,0,0,5749.0,1370.0,1,0,1,1,1.8333333333333333,3.0,1457,13,2.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,29370900,78726,30.42306327819824,-97.86306762695312,1.98,2,1,1,1,1,0,0,2,2000,519500.0,3,2020-11-04,11,2020,67,0,2,2,1,3,0,0,0,7666.0,3055.0,1,0,1,1,2.1,7.0,1277,16,4.0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
