,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,propertyTaxRate,yearBuilt,latest_saledate,latest_salemonth,latest_saleyear
13068,29485211,529900.0,3.0,1575.0,3,4.666666666666667,2,14,1,-97.79486083984376,1,1.2666666666666668,30.215030670166016,10890.0,80,2,78745,1.98,1966,2020-07-07,7,2020
13073,29477212,750000.0,1.0,1048.0,2,4.0,1,12,1,-97.78912353515624,1,1.5,30.23113441467285,7579.0,47,2,78704,1.98,1955,2020-11-12,11,2020
13083,29332174,1240000.0,2.0,2174.0,3,7.0,1,16,1,-97.77135467529295,1,0.7666666666666666,30.28864479064941,13068.0,66,1,78703,1.98,1950,2020-11-05,11,2020
13084,29486523,535000.0,2.0,2663.0,4,6.0,1,17,1,-97.85627746582033,1,3.0,30.21817779541016,11761.2,25,3,78749,1.98,1991,2020-09-08,9,2020
13086,58313201,450000.0,2.0,1926.0,3,4.666666666666667,1,14,1,-97.8034439086914,1,1.0333333333333334,30.225866317749023,10462.0,28,5,78745,1.98,1968,2020-01-14,1,2020
13091,29496365,495000.0,3.0,2389.0,4,9.0,2,18,1,-97.87250518798828,1,1.1,30.204578399658203,8895.0,64,3,78749,1.98,2001,2020-07-24,7,2020
13094,64882170,1295000.0,3.0,2837.0,3,6.0,2,16,1,-97.756591796875,1,0.7333333333333334,30.2806453704834,4399.0,56,2,78703,1.98,1999,2020-12-01,12,2020
13100,58314695,383990.0,2.0,1634.0,3,4.0,1,13,1,-97.81304168701172,1,0.9333333333333332,30.21345520019531,8712.0,14,7,78745,1.98,1973,2020-04-17,4,2020
13101,64564713,480000.0,2.0,2083.0,3,9.0,1,18,1,-97.89093780517578,1,1.3,30.195158004760746,4791.0,20,1,78739,1.98,2003,2020-11-03,11,2020
13110,29496357,450000.0,2.0,2065.0,3,9.0,1,18,1,-97.87098693847656,1,1.1333333333333335,30.204368591308604,11325.6,26,1,78749,1.98,2001,2020-11-16,11,2020
13113,29487017,450000.0,3.0,2240.0,3,8.0,2,17,1,-97.8685073852539,1,1.5666666666666669,30.21786880493164,8624.0,40,2,78749,1.98,1991,2020-07-28,7,2020
13118,29504704,435000.0,2.0,2050.0,4,9.0,1,18,1,-97.88807678222656,1,1.2333333333333334,30.191429138183604,6969.0,1,8,78739,1.98,1992,2020-03-03,3,2020
13120,29332151,1225000.0,4.0,3288.0,4,7.0,2,16,1,-97.77076721191406,1,0.7333333333333334,30.285818099975582,6926.0,31,5,78703,1.98,2006,2020-06-08,6,2020
13123,125903703,549900.0,3.0,2576.0,4,8.666666666666666,2,18,1,-97.90103912353516,1,1.7333333333333332,30.185077667236328,6011.0,1,2,78739,1.98,2015,2020-01-15,1,2020
13124,29499854,500000.0,3.0,3281.0,4,6.666666666666668,2,16,1,-97.85910034179688,1,1.4666666666666668,30.20132255554199,7884.0,38,1,78749,1.98,1999,2020-10-28,10,2020
13126,29330148,699000.0,2.0,1307.0,2,7.0,1,16,1,-97.77481842041016,1,0.7666666666666666,30.28493881225586,5445.0,72,3,78703,1.98,1947,2020-09-17,9,2020
13128,29487013,400000.0,2.0,1419.0,3,8.0,1,17,1,-97.86782836914062,1,1.5666666666666669,30.21751403808593,9975.0,64,3,78749,1.98,1988,2020-07-24,7,2020
13131,58313170,720000.0,2.0,1725.0,3,4.666666666666667,1,14,1,-97.79727172851562,1,1.3,30.228214263916016,10628.0,25,2,78745,1.98,1960,2020-07-06,7,2020
13136,29504700,500000.0,3.0,2153.0,3,9.0,1,18,1,-97.8881607055664,1,1.2333333333333334,30.19075965881348,10410.0,17,2,78739,1.98,1992,2020-12-11,12,2020
13139,58313667,350000.0,3.0,1692.0,4,4.666666666666667,2,14,1,-97.79932403564452,1,1.1,30.22267341613769,12196.8,1,5,78745,1.98,1964,2020-01-23,1,2020
13140,29504699,439900.0,3.0,2208.0,4,9.0,2,18,1,-97.88795471191406,1,1.2333333333333334,30.19095039367676,16988.4,35,2,78739,1.98,1989,2020-04-06,4,2020
13142,58314663,389000.0,3.0,1516.0,4,4.0,1,13,1,-97.8122100830078,1,0.8999999999999999,30.213787078857425,5662.0,24,11,78745,1.98,1971,2020-05-13,5,2020
13146,29479012,320000.0,2.0,1333.0,2,6.0,1,17,1,-97.850341796875,1,2.2,30.233015060424805,7753.0,1,1,78749,1.98,1982,2020-04-10,4,2020
13147,58313163,750000.0,2.0,1844.0,3,4.666666666666667,1,14,1,-97.7964859008789,1,1.366666666666667,30.228605270385746,9496.0,51,2,78745,1.98,1963,2020-08-18,8,2020
13151,29481011,469000.0,3.0,2191.0,5,6.0,1,17,1,-97.8486328125,1,2.3000000000000003,30.226959228515625,11325.6,68,1,78749,1.98,1982,2020-06-02,6,2020
13154,29332128,1975000.0,4.0,4919.0,4,7.0,2,16,1,-97.77013397216795,1,0.7666666666666667,30.28806304931641,18730.8,122,5,78703,1.98,2013,2020-10-16,10,2020
13156,58313659,685000.0,2.0,2038.0,3,4.666666666666667,1,14,1,-97.7961654663086,1,1.1666666666666667,30.21912384033203,12632.4,34,1,78745,1.98,1968,2020-07-09,7,2020
13163,29505194,535000.0,3.0,2936.0,4,9.0,2,18,1,-97.88909149169922,1,1.3333333333333333,30.18907928466797,9147.0,32,4,78739,1.98,1991,2020-07-30,7,2020
13164,29483155,275000.0,2.0,1237.0,3,4.666666666666667,1,14,1,-97.80757904052734,1,1.0,30.21766471862793,9234.0,26,2,78745,1.98,1971,2020-03-12,3,2020
13170,29504689,465000.0,3.0,2169.0,3,9.0,2,18,1,-97.8876495361328,1,1.2666666666666666,30.18988609313965,8886.0,31,2,78739,1.98,1993,2020-05-01,5,2020
13171,58314154,425000.0,2.0,1390.0,3,4.666666666666667,1,14,1,-97.80852508544922,1,1.0333333333333332,30.21714973449707,8842.0,1,2,78745,1.98,1971,2020-04-10,4,2020
13172,29496322,375000.0,2.0,1772.0,3,9.0,1,18,1,-97.87255859375,1,1.0666666666666669,30.20622444152832,5749.0,38,8,78749,1.98,2000,2020-10-20,10,2020
13175,58314653,449900.0,2.0,1325.0,4,4.0,1,13,1,-97.8119888305664,1,0.9333333333333332,30.214494705200195,6795.0,52,2,78745,1.98,1972,2020-12-11,12,2020
13177,29333410,1850000.0,4.0,4374.0,4,7.0,2,16,1,-97.76530456542967,1,0.8333333333333334,30.289794921875,13503.6,30,1,78703,1.98,1949,2020-06-24,6,2020
13179,29491504,545000.0,3.0,2810.0,4,8.0,1,17,1,-97.86780548095705,1,1.4666666666666668,30.20950508117676,8363.0,59,1,78749,1.98,1999,2020-10-09,10,2020
13180,29329113,995000.0,2.0,1336.0,2,6.0,1,16,1,-97.75534057617188,1,0.8000000000000002,30.2789363861084,7884.0,25,1,78703,1.98,1940,2020-12-31,12,2020
13181,29499311,449500.0,3.0,2050.0,4,6.666666666666668,2,16,1,-97.84913635253906,1,1.1,30.19830322265625,6874.0,47,2,78749,1.98,1986,2020-08-14,8,2020
13183,29486504,350000.0,3.0,1607.0,3,4.666666666666667,2,14,1,-97.85057830810548,1,1.7333333333333332,30.21393966674805,7971.0,25,2,78749,1.98,1982,2020-07-21,7,2020
13185,29496311,430000.0,2.0,1967.0,3,8.0,1,17,1,-97.87042999267578,1,1.5,30.20451354980469,13068.0,72,1,78749,1.98,2001,2020-05-13,5,2020
13187,70335178,620000.0,4.0,3567.0,5,8.666666666666666,2,18,1,-97.90231323242188,1,1.7333333333333334,30.18560218811035,9496.0,34,3,78739,1.98,2005,2020-08-20,8,2020
13198,29496305,459000.0,2.0,1894.0,3,8.0,1,17,1,-97.8682861328125,1,1.4666666666666666,30.20577621459961,6751.0,30,1,78749,1.98,2002,2020-12-30,12,2020
13199,29332087,1400000.0,3.0,2953.0,4,7.0,1,16,1,-97.7604522705078,1,1.0,30.287109375,8755.0,47,2,78703,1.98,1955,2020-06-15,6,2020
13200,29505177,469995.0,2.0,2268.0,4,9.0,1,18,1,-97.88980102539062,1,1.3333333333333333,30.18964195251465,10018.0,34,1,78739,1.98,1990,2020-04-30,4,2020
13201,29499302,399900.0,3.0,2678.0,4,6.666666666666668,2,16,1,-97.84967041015624,1,1.1333333333333333,30.1991024017334,6882.0,66,2,78749,1.98,1987,2020-10-19,10,2020
13204,29496301,320000.0,2.0,1902.0,2,8.0,1,17,1,-97.86780548095705,1,1.4666666666666666,30.206329345703125,6599.0,5,1,78749,1.98,2002,2020-02-26,2,2020
13206,58314647,300000.0,2.0,1419.0,4,4.0,1,13,1,-97.81352996826172,1,0.9333333333333332,30.213144302368164,10890.0,34,7,78745,1.98,1972,2020-03-18,3,2020
13208,29496300,485000.0,3.0,2733.0,4,8.0,2,17,1,-97.86766815185548,1,1.4666666666666666,30.20644760131836,6621.0,57,2,78749,1.98,2002,2020-08-04,8,2020
13212,29508174,689000.0,4.0,3839.0,5,8.666666666666666,1,18,1,-97.9017562866211,1,1.8,30.18444061279297,11761.2,64,1,78739,1.98,1999,2020-10-02,10,2020
13214,29499794,358800.0,2.0,1755.0,3,6.666666666666668,1,16,1,-97.86024475097656,1,1.4,30.19784164428711,6969.0,63,6,78749,1.98,1997,2020-10-26,10,2020
13220,125091141,449000.0,3.0,2035.0,3,4.0,1,14,1,-97.79402923583984,1,0.6333333333333334,30.211685180664062,7788.0,1,2,78745,1.98,2015,2020-02-27,2,2020
13224,29499292,400000.0,3.0,2166.0,3,6.666666666666668,2,16,1,-97.84968566894533,1,1.1,30.19953727722168,5837.0,54,4,78749,1.98,1987,2020-06-26,6,2020
13225,94642079,675000.0,3.0,1937.0,2,7.0,2,16,1,-97.77040100097656,1,0.7666666666666666,30.289234161376964,2478.0,1,8,78703,1.98,2008,2020-04-21,4,2020
13226,29482141,325000.0,1.0,1008.0,3,4.666666666666667,1,14,1,-97.79195404052734,1,1.4333333333333336,30.21571922302246,6969.0,20,1,78745,1.98,1967,2020-10-29,10,2020
13236,29508167,620000.0,4.0,3851.0,4,9.0,2,18,1,-97.89749908447266,1,1.7666666666666666,30.185096740722656,9408.0,1,1,78739,1.98,1994,2020-05-04,5,2020
13238,58314136,360000.0,2.0,1198.0,3,4.666666666666667,1,14,1,-97.80933380126952,1,1.0,30.218097686767567,8537.0,35,2,78745,1.98,1971,2020-06-03,6,2020
13244,58314135,335000.0,2.0,1256.0,3,4.666666666666667,1,14,1,-97.80921936035156,1,1.0,30.21785926818848,13503.6,17,1,78745,1.98,1972,2020-06-10,6,2020
13246,29496776,264900.0,3.0,2120.0,3,9.0,2,18,1,-97.87583923339844,1,1.0333333333333334,30.20498275756836,8755.0,25,4,78749,1.98,1999,2020-08-03,8,2020
13250,29495775,189921.0,2.0,1220.0,3,4.666666666666667,1,14,1,-97.84689331054688,1,1.5333333333333332,30.202619552612305,6098.0,50,3,78749,1.98,1984,2020-11-03,11,2020
13254,64856154,665000.0,4.0,3675.0,4,8.666666666666666,2,18,1,-97.90330505371094,1,1.7,30.18751335144043,8799.0,33,2,78739,1.98,2003,2020-07-16,7,2020
13256,29332058,499000.0,3.0,1885.0,3,7.0,1,16,1,-97.76180267333984,1,0.9666666666666668,30.28670883178711,5924.0,25,8,78703,1.98,1936,2020-06-10,6,2020
13269,83129644,625000.0,3.0,3099.0,4,8.666666666666666,2,18,1,-97.90540313720705,1,1.5,30.19558525085449,8407.0,29,2,78739,1.98,2009,2020-06-30,6,2020
13271,29496264,335000.0,3.0,1932.0,3,9.0,1,18,1,-97.87178802490234,1,1.1333333333333333,30.20688247680664,6577.0,101,7,78749,1.98,1998,2020-10-15,10,2020
13272,58313621,349000.0,2.0,1368.0,3,4.666666666666667,1,14,1,-97.79637145996094,1,1.2,30.2211971282959,11761.2,32,1,78745,1.98,1961,2020-09-16,9,2020
13273,29505142,325000.0,4.0,3311.0,5,9.0,2,18,1,-97.89447021484376,1,1.5333333333333334,30.18845367431641,9147.0,45,5,78739,1.98,1988,2020-10-09,10,2020
13276,29485121,420000.0,2.0,1566.0,4,4.0,1,14,1,-97.78750610351562,1,0.7666666666666666,30.21367645263672,9583.0,10,2,78745,1.98,1971,2020-05-14,5,2020
13278,29505140,465000.0,3.0,2070.0,3,9.0,2,18,1,-97.89430236816406,1,1.5333333333333334,30.1882266998291,6290.0,24,2,78739,1.98,1988,2020-07-15,7,2020
13280,29499761,425000.0,3.0,1945.0,3,6.666666666666668,2,16,1,-97.8598403930664,1,1.4333333333333331,30.198354721069336,6403.0,29,1,78749,1.98,1998,2020-11-10,11,2020
13281,29326492,2500000.0,4.0,4937.0,5,8.5,2,14,0,-97.7798843383789,1,2.1500000000000004,30.2706298828125,17424.0,60,5,78746,1.98,2004,2020-03-27,3,2020
13285,58314117,485000.0,2.0,1986.0,4,4.666666666666667,1,14,1,-97.80915832519533,1,1.0,30.21857643127441,8712.0,30,2,78745,1.98,1972,2020-11-30,11,2020
13287,58314116,420000.0,2.0,1599.0,4,4.666666666666667,1,14,1,-97.809326171875,1,1.0,30.218420028686523,9626.0,74,4,78745,1.98,1972,2020-09-10,9,2020
13288,80108636,495000.0,2.0,2264.0,3,8.666666666666666,1,18,1,-97.9063720703125,1,1.5,30.1962833404541,11325.6,40,1,78739,1.98,2011,2020-10-23,10,2020
13305,29502113,575000.0,3.0,3154.0,4,9.0,1,18,1,-97.88916778564452,1,1.2333333333333334,30.19344520568848,10280.0,80,2,78739,1.98,1988,2020-09-24,9,2020
13306,29335399,1050000.0,3.0,3230.0,4,7.0,2,16,1,-97.7759780883789,1,0.9333333333333332,30.29318046569824,6446.0,43,5,78703,1.98,1942,2020-11-20,11,2020
13307,29483113,489000.0,2.0,1384.0,3,4.666666666666667,1,14,1,-97.80574798583984,1,1.0,30.21574592590332,7797.0,28,1,78745,1.98,1969,2020-07-10,7,2020
13308,29508108,620000.0,3.0,3485.0,4,9.0,1,18,1,-97.8979263305664,1,1.7333333333333332,30.18611145019531,12196.8,39,1,78739,1.98,1994,2020-12-30,12,2020
13313,29496246,420000.0,3.0,2183.0,4,6.666666666666668,2,16,1,-97.85813903808594,1,1.4666666666666668,30.203643798828125,6403.0,40,2,78749,1.98,1998,2020-06-25,6,2020
13323,64914098,625000.0,4.0,3562.0,5,8.666666666666666,2,18,1,-97.8996353149414,1,1.7,30.187030792236328,9975.0,48,4,78739,1.98,2006,2020-02-12,2,2020
13324,125089104,415000.0,3.0,1568.0,3,4.0,2,14,1,-97.79305267333984,1,0.5666666666666668,30.20986557006836,7797.0,25,1,78745,1.98,2016,2020-10-28,10,2020
13326,249078595,550000.0,3.0,2869.0,4,9.0,2,18,1,-97.8983917236328,1,1.8,30.186359405517567,9583.0,72,1,78739,1.98,1995,2020-07-16,7,2020
13339,29331506,905000.0,2.0,1582.0,3,7.0,1,16,1,-97.7587890625,1,1.0666666666666669,30.28573226928711,7361.0,13,7,78703,1.98,1965,2020-03-17,3,2020
13340,29482091,499000.0,1.0,1248.0,3,4.666666666666667,1,14,1,-97.79144287109376,1,1.4,30.218524932861328,11761.2,26,1,78745,1.98,1962,2020-06-22,6,2020
13342,29510577,539900.0,3.0,2724.0,4,9.0,2,18,1,-97.89002990722656,1,1.6333333333333335,30.18083190917969,10541.0,28,1,78739,1.98,1997,2020-02-14,2,2020
13343,29482090,299900.0,2.0,1610.0,3,4.666666666666667,1,14,1,-97.7915267944336,1,1.4,30.21810531616211,9452.0,32,6,78745,1.98,1962,2020-02-11,2,2020
13344,29335389,789650.0,4.0,3428.0,5,7.0,2,16,1,-97.77771759033205,1,0.9666666666666668,30.293567657470703,8581.0,40,6,78703,1.98,1948,2020-03-24,3,2020
13346,29329881,848500.0,2.0,1838.0,2,6.0,1,16,1,-97.7584991455078,1,0.6666666666666666,30.28155899047852,6490.0,11,3,78703,1.98,1935,2020-12-15,12,2020
13347,29502075,325000.0,3.0,2870.0,4,9.0,2,18,1,-97.89159393310548,1,1.3666666666666665,30.192800521850582,9365.0,1,3,78739,1.98,1989,2020-07-09,7,2020
13351,29496005,350000.0,3.0,1905.0,4,4.666666666666667,2,14,1,-97.85193634033205,1,1.7666666666666666,30.205554962158203,14374.8,37,1,78749,1.98,1991,2020-08-14,8,2020
13358,29486087,269900.0,2.0,1282.0,3,4.0,1,13,1,-97.8109130859375,1,0.9,30.21078872680664,6316.0,61,3,78745,1.98,1973,2020-06-11,6,2020
13360,58313583,475000.0,2.0,1680.0,3,4.666666666666667,1,14,1,-97.79647827148438,1,1.2333333333333334,30.223278045654297,11325.6,33,1,78745,1.98,1967,2020-08-21,8,2020
13361,29502071,409000.0,3.0,2049.0,3,9.0,2,18,1,-97.8936004638672,1,1.4333333333333331,30.19260597229004,7230.0,38,5,78739,1.98,1989,2020-01-10,1,2020
13362,64719718,499990.0,3.0,2847.0,5,6.666666666666668,2,16,1,-97.85501098632812,1,1.2,30.19683074951172,9539.0,28,1,78749,1.98,2003,2020-08-05,8,2020
13365,83829070,555000.0,3.0,2470.0,4,8.666666666666666,1,18,1,-97.90399932861328,1,1.5333333333333332,30.19418716430664,9234.0,38,1,78739,1.98,2009,2020-07-17,7,2020
13368,29502070,579000.0,4.0,3396.0,4,9.0,2,18,1,-97.89341735839844,1,1.4333333333333331,30.19270896911621,8799.0,31,2,78739,1.98,1988,2020-04-01,4,2020
13369,29496216,219000.0,3.0,2528.0,4,4.666666666666667,2,14,1,-97.85881805419922,1,2.2,30.20784950256348,13939.2,60,6,78749,1.98,1996,2020-10-08,10,2020
13370,2079609078,429000.0,3.0,2093.0,3,4.0,1,13,1,-97.80989074707033,1,0.9333333333333332,30.2148380279541,9016.0,37,1,78745,1.98,2012,2020-06-30,6,2020
13371,29502068,599444.0,3.0,2842.0,4,9.0,1,18,1,-97.89282989501952,1,1.4,30.192859649658203,8581.0,107,2,78739,1.98,1988,2020-10-14,10,2020
13372,58314577,420000.0,2.0,1479.0,3,4.0,1,13,1,-97.81292724609376,1,0.9666666666666668,30.215166091918945,8276.0,44,2,78745,1.98,1977,2020-10-29,10,2020
13375,29480077,385000.0,2.0,1252.0,3,4.0,1,12,1,-97.7905044555664,1,1.2666666666666666,30.222230911254886,7858.0,24,1,78745,1.98,1958,2020-02-25,2,2020
13387,64501561,775000.0,4.0,3875.0,4,8.666666666666666,2,18,1,-97.90006256103516,1,1.5333333333333332,30.191131591796875,10890.0,42,3,78739,1.98,2004,2020-11-30,11,2020
13398,64907049,369000.0,3.0,3391.0,5,8.666666666666666,2,18,1,-97.90216827392578,1,1.8,30.18469429016113,10628.0,26,8,78739,1.98,2003,2020-12-09,12,2020
13401,29486069,499900.0,2.0,1400.0,3,4.0,1,13,1,-97.81011199951172,1,0.8666666666666667,30.21088218688965,6534.0,33,1,78745,1.98,1973,2020-12-08,12,2020
13403,58314951,350000.0,2.0,1613.0,3,4.0,1,13,1,-97.81340789794922,1,0.9333333333333332,30.21210479736328,12632.4,22,1,78745,1.98,1973,2020-11-25,11,2020
13405,2079582067,338000.0,1.0,840.0,3,4.0,1,12,1,-97.7889633178711,1,1.3333333333333333,30.22016525268555,7187.0,12,2,78745,1.98,1963,2020-07-09,7,2020
13410,29485951,199000.0,2.0,1042.0,3,4.0,1,13,1,-97.81094360351562,1,0.8666666666666667,30.212825775146484,5880.0,24,6,78745,1.98,1972,2020-02-07,2,2020
13412,29482064,339000.0,1.0,1026.0,3,4.666666666666667,1,14,1,-97.79444122314452,1,1.2333333333333332,30.21923065185547,8276.0,50,1,78745,1.98,1962,2020-10-05,10,2020
13414,29480064,799000.0,3.0,1883.0,4,4.0,1,12,1,-97.79067993164062,1,1.2666666666666666,30.22312927246093,9801.0,76,3,78745,1.98,1958,2020-08-31,8,2020
13415,58312563,299900.0,2.0,2027.0,4,5.666666666666668,1,16,1,-97.80921173095705,1,3.5,30.23523712158203,9365.0,9,1,78735,1.98,1962,2020-01-17,1,2020
13417,29496189,397500.0,3.0,2162.0,3,6.666666666666668,2,16,1,-97.85710144042967,1,1.4,30.20340156555176,8537.0,28,1,78749,1.98,1998,2020-01-13,1,2020
13418,29483060,395000.0,2.0,1687.0,3,4.666666666666667,1,14,1,-97.80329895019533,1,1.0333333333333334,30.21686935424805,9060.0,32,3,78745,1.98,1971,2020-03-02,3,2020
13419,70335036,580000.0,2.0,2800.0,4,8.666666666666666,1,18,1,-97.90237426757812,1,1.6333333333333335,30.18881416320801,10018.0,38,2,78739,1.98,2005,2020-08-14,8,2020
13426,58314554,535000.0,2.0,1420.0,3,4.666666666666667,1,14,1,-97.81595611572266,1,1.1333333333333335,30.21486854553223,8407.0,40,2,78745,1.98,1976,2020-06-10,6,2020
13428,58316531,665000.0,3.0,3167.0,5,8.666666666666666,2,18,1,-97.89832305908205,1,1.5666666666666669,30.1894645690918,11761.2,36,2,78739,1.98,2002,2020-12-01,12,2020
13432,29480047,674900.0,2.0,1663.0,3,4.0,1,12,1,-97.78980255126952,1,1.3333333333333333,30.223989486694336,8145.0,70,4,78745,1.98,1959,2020-08-17,8,2020
13437,64465525,628000.0,4.0,3372.0,4,8.666666666666666,2,18,1,-97.90095520019533,1,1.5666666666666669,30.19036674499512,8973.0,81,4,78739,1.98,2004,2020-07-06,7,2020
13439,29496171,450000.0,2.0,2046.0,3,6.666666666666668,1,16,1,-97.85623168945312,1,1.4,30.204160690307614,7405.0,1,2,78749,1.98,1997,2020-09-16,9,2020
13442,29501669,365000.0,2.0,1755.0,3,6.666666666666668,1,16,1,-97.85862731933594,1,1.3333333333333333,30.196533203125,6969.0,22,1,78749,1.98,1999,2020-07-02,7,2020
13443,29502023,500000.0,4.0,2861.0,4,9.0,2,18,1,-97.88809967041016,1,1.2,30.19604110717773,5445.0,30,5,78739,1.98,1999,2020-01-02,1,2020
13454,29485079,619500.0,3.0,1932.0,4,4.0,1,14,1,-97.78643035888672,1,0.7333333333333334,30.21208190917969,10105.0,63,2,78745,1.98,1971,2020-07-31,7,2020
13455,29496156,440000.0,2.0,2075.0,3,6.666666666666668,1,16,1,-97.85623931884766,1,1.3999999999999997,30.20465850830078,6969.0,23,2,78749,1.98,1996,2020-02-10,2,2020
13458,29499653,375000.0,3.0,2324.0,4,6.666666666666668,2,16,1,-97.85472106933594,1,1.3,30.20176124572754,6490.0,29,1,78749,1.98,1999,2020-06-15,6,2020
13460,58314532,500000.0,2.0,1413.0,3,4.666666666666667,1,14,1,-97.81356811523438,1,1.0333333333333334,30.216663360595703,6490.0,30,3,78745,1.98,1977,2020-09-10,9,2020
13463,29496650,467500.0,3.0,2311.0,3,9.0,2,18,1,-97.87535858154295,1,1.0333333333333334,30.206926345825195,5797.0,35,2,78749,1.98,1999,2020-07-23,7,2020
13467,119628012,578000.0,4.0,2601.0,4,9.0,2,18,1,-97.90711212158205,1,2.3000000000000003,30.18247985839844,7840.0,30,1,78739,1.98,2013,2020-08-21,8,2020
13469,29505012,539000.0,3.0,2954.0,4,9.0,2,18,1,-97.89111328125,1,1.3666666666666665,30.19074630737305,10846.0,35,1,78739,1.98,1990,2020-04-10,4,2020
13471,29499646,325000.0,2.0,1560.0,3,5.778694090331862,1,15,0,-97.85393524169922,0,1.838295658649848,30.20214462280273,6272.0,36,2,78749,1.98,2000,2020-03-27,3,2020
13477,29495785,358000.0,3.0,1677.0,3,4.666666666666667,2,14,1,-97.84745025634766,1,1.5666666666666669,30.20357322692871,6272.0,30,5,78749,1.98,1985,2020-10-07,10,2020
13480,29483023,375000.0,2.0,1428.0,4,4.666666666666667,1,14,1,-97.80347442626952,1,1.0333333333333334,30.216205596923828,10628.0,2,1,78745,1.98,1969,2020-07-16,7,2020
13483,29496143,449900.0,3.0,2059.0,3,6.666666666666668,2,16,1,-97.85477447509766,1,1.3999999999999997,30.20476531982422,9147.0,54,1,78749,1.98,1995,2020-07-20,7,2020
13484,29482020,450000.0,2.0,1444.0,4,4.666666666666667,2,14,1,-97.79240417480467,1,1.4,30.217927932739247,9147.0,26,1,78745,1.98,1963,2020-10-20,10,2020
13487,29496136,495000.0,2.0,2038.0,4,6.666666666666668,1,16,1,-97.85508728027344,1,1.3999999999999997,30.20553207397461,6011.0,32,3,78749,1.98,1996,2020-12-23,12,2020
13488,58315018,389000.0,2.0,1657.0,4,4.0,1,13,1,-97.81229400634766,1,0.9333333333333332,30.21112632751465,9104.0,28,2,78745,1.98,1973,2020-07-01,7,2020
13490,29499634,350000.0,2.0,1501.0,3,6.666666666666668,1,16,1,-97.85326385498048,1,1.2666666666666666,30.20223045349121,5793.0,34,4,78749,1.98,2000,2020-08-24,8,2020
13498,120897013,419900.0,3.0,1882.0,3,4.0,2,13,1,-97.81023406982422,1,0.9,30.214618682861328,9016.0,30,1,78745,1.98,2012,2020-07-28,7,2020
13499,29496124,450000.0,2.0,2038.0,4,6.666666666666668,1,16,1,-97.85514068603516,1,1.3999999999999997,30.20428466796875,6882.0,26,2,78749,1.98,1996,2020-01-31,1,2020
13505,29496498,625000.0,4.0,3037.0,4,9.0,1,18,1,-97.8801498413086,1,0.9666666666666668,30.20752716064453,13068.0,39,1,78749,1.98,1999,2020-12-23,12,2020
13508,29496117,460000.0,2.0,1897.0,3,6.666666666666668,1,16,1,-97.85704803466795,1,1.4666666666666668,30.20554161071777,7797.0,26,1,78749,1.98,1996,2020-07-16,7,2020
13513,29499772,389900.0,3.0,2084.0,4,6.666666666666668,2,16,1,-97.85826873779295,1,1.3666666666666665,30.19827079772949,7623.0,70,2,78749,1.98,1997,2020-07-24,7,2020
13514,29482001,450000.0,2.0,1618.0,4,4.0,1,12,1,-97.79002380371094,1,1.3,30.22034454345703,7797.0,25,1,78745,1.98,1961,2020-08-03,8,2020
13515,79980966,475000.0,4.0,2566.0,4,8.666666666666666,2,18,1,-97.90299987792967,1,1.4333333333333331,30.19666290283203,8929.0,25,1,78739,1.98,2006,2020-03-31,3,2020
13518,64612108,525000.0,3.0,2762.0,4,9.0,2,18,1,-97.87377166748048,1,1.1,30.202911376953125,6882.0,99,3,78749,1.98,2004,2020-07-09,7,2020
13525,29496102,539999.0,3.0,2380.0,3,6.666666666666668,2,16,1,-97.85714721679688,1,1.5,30.20636940002441,8842.0,90,1,78749,1.98,1994,2020-09-30,9,2020
13526,29496943,450000.0,2.0,2208.0,4,9.0,1,18,1,-97.88175964355467,1,1.0,30.20719337463379,8276.0,1,2,78749,1.98,2001,2020-01-16,1,2020
13529,29499592,390000.0,3.0,1605.0,3,6.666666666666668,2,16,1,-97.8549575805664,1,1.2666666666666666,30.19770812988281,5662.0,32,2,78749,1.98,1998,2020-10-12,10,2020
13532,70334920,587750.0,3.0,2778.0,4,8.666666666666666,2,18,1,-97.90155029296876,1,1.4333333333333331,30.1989860534668,7797.0,39,2,78739,1.98,2005,2020-07-08,7,2020
13537,29496084,400000.0,3.0,2220.0,3,4.666666666666667,2,14,1,-97.85647583007812,1,2.033333333333333,30.20726776123047,5445.0,51,6,78749,1.98,1994,2020-07-01,7,2020
13545,29499569,199999.0,3.0,1772.0,3,6.666666666666668,2,16,1,-97.85560607910156,1,1.2666666666666666,30.19870376586914,6359.0,35,8,78749,1.98,1999,2020-11-16,11,2020
13549,29491847,565000.0,4.0,3088.0,4,9.0,2,18,1,-97.88319396972656,1,1.0,30.20887565612793,7087.0,80,3,78749,1.98,2000,2020-09-18,9,2020
13554,58315550,440000.0,3.0,2554.0,3,7.333333333333332,2,16,1,-97.86248779296876,1,1.5333333333333332,30.19706153869629,9374.0,38,1,78749,1.98,2000,2020-07-07,7,2020
13557,70342833,499400.0,3.0,2651.0,4,8.666666666666666,2,18,1,-97.90612030029295,1,1.5,30.19648742675781,7056.0,64,2,78739,1.98,2005,2020-09-04,9,2020
