,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear,averagePrice
13,64520966,200000.0,2.0,1326.0,3,3.0,1,14,1,-97.6505813598633,1,1.83333333333333,30.1542835235596,6926.0,16,1,78617,1.98,2018-12-15,12,2018,193990.482758621
14,83813460,131679.0,3.0,1655.0,3,3.0,2,14,1,-97.6362762451172,1,1.23333333333333,30.1597213745117,10846.0,54,5,78617,1.98,2020-08-18,8,2020,198750.391304348
15,29470450,200000.0,2.0,1228.0,3,3.0,1,14,1,-97.6464157104492,1,1.46666666666667,30.1576881408691,6621.0,25,1,78617,1.98,2020-06-02,6,2020,198750.391304348
16,70341946,212000.0,2.0,1752.0,4,3.33333333333333,1,14,1,-97.6164703369141,1,0.566666666666667,30.168758392334,10802.0,26,5,78617,1.98,2019-02-27,2,2019,200321.181818182
17,116080992,687850.0,6.0,4564.0,5,7.66666666666667,2,14,1,-97.7947235107422,1,3.26666666666667,30.4864082336426,10672.0,40,13,78717,2.21,2018-08-28,8,2018,407792.52173913
18,88013985,409000.0,4.0,3233.0,5,8.33333333333333,2,16,1,-97.796516418457,1,1.93333333333333,30.4943752288818,9060.0,31,4,78717,2.21,2018-12-03,12,2018,407792.52173913
19,70344594,199000.0,2.0,1511.0,3,2.66666666666667,1,13,1,-97.5769577026367,1,2.43333333333333,30.2557067871094,7448.0,21,3,78724,1.98,2020-12-22,12,2020,305087.3
20,185217484,400000.0,2.0,2228.0,3,8.33333333333333,1,16,1,-97.7978744506836,1,1.9,30.4956378936768,7666.0,20,2,78717,2.21,2020-01-10,1,2020,466063.629411765
21,121719682,699000.0,4.0,4020.0,4,7.66666666666667,2,14,1,-97.7917404174805,1,3.26666666666667,30.4902572631836,10890.0,36,1,78717,2.21,2020-12-07,12,2020,466063.629411765
22,116080981,549900.0,5.0,3494.0,4,7.66666666666667,2,14,1,-97.7948989868164,1,3.3,30.4887752532959,8494.0,69,2,78717,2.21,2018-03-13,3,2018,407792.52173913
23,83822421,350000.0,5.0,1216.0,8,3.33333333333333,1,14,1,-97.7052001953125,1,5.2,30.0877475738525,107593.2,27,6,78747,1.98,2019-03-29,3,2019,293248.128787879
24,29462564,240000.0,3.0,1534.0,3,3.0,1,13,1,-97.5873184204102,1,1.8,30.233154296875,5183.0,10,2,78725,1.98,2020-12-31,12,2020,259179.960784314
25,70355992,249900.0,2.0,1738.0,3,3.0,1,13,1,-97.5780181884766,1,1.96666666666667,30.2380657196045,7405.0,35,1,78725,1.98,2020-12-04,12,2020,259179.960784314
26,89659978,400000.0,3.0,2630.0,5,8.33333333333333,2,16,1,-97.793083190918,1,2.03333333333333,30.4921894073486,12196.8,21,2,78717,2.21,2020-04-22,4,2020,466063.629411765
27,70355990,200000.0,2.0,1652.0,3,3.0,1,13,1,-97.5783309936523,1,1.96666666666667,30.2382373809814,8145.0,33,1,78725,1.98,2018-01-30,1,2018,200953.288461538
28,70333917,875000.0,4.0,3402.0,4,7.0,2,16,1,-97.8592910766602,1,2.06666666666667,30.426456451416,30056.4,38,2,78726,1.98,2020-11-09,11,2020,536907.263888889
29,29471292,164995.0,2.0,2350.0,3,3.33333333333333,1,14,1,-97.716911315918,1,4.76666666666667,30.103401184082,102366.0,29,4,78747,1.98,2020-10-27,10,2020,305820.789473684
30,241932966,287500.0,2.0,1634.0,3,3.66666666666667,1,12,1,-97.6981430053711,1,2.9,30.1761455535889,6141.0,40,2,78744,1.98,2019-04-18,4,2019,258333.417647059
31,116080975,650000.0,4.0,3047.0,4,7.66666666666667,1,14,1,-97.7937927246094,1,3.3,30.4889965057373,8363.0,1,1,78717,2.21,2020-03-25,3,2020,466063.629411765
32,145656987,196000.0,2.0,1399.0,3,3.0,1,13,1,-97.5790557861328,1,1.93333333333333,30.2417678833008,5532.0,29,1,78725,1.98,2019-01-10,1,2019,215552.103448276
33,83821490,239999.0,2.0,1264.0,3,3.33333333333333,1,14,1,-97.6997909545898,1,5.36666666666667,30.0850296020508,411206.4,35,5,78747,1.98,2018-08-23,8,2018,282410.939130435
34,70333915,830000.0,5.0,3573.0,4,7.0,2,16,1,-97.8584060668945,1,2.0,30.4259643554688,19166.4,37,5,78726,1.98,2019-09-17,9,2019,499315.533333333
35,29462467,219990.0,3.0,2035.0,3,3.0,2,13,1,-97.5912628173828,1,1.76666666666667,30.2315845489502,6229.0,24,1,78725,1.98,2019-06-07,6,2019,215552.103448276
36,89548387,195000.0,2.0,1304.0,3,3.0,1,13,1,-97.6364364624023,1,3.26666666666667,30.2150993347168,6751.0,26,1,78725,1.98,2019-03-28,3,2019,215552.103448276
37,29366912,4250000.0,7.0,7284.0,7,7.0,2,16,1,-97.9005584716797,1,4.1,30.4159870147705,106286.4,40,7,78732,1.98,2018-08-15,8,2018,701210.957219251
38,241932964,309999.0,3.0,1907.0,3,3.66666666666667,2,12,1,-97.6981582641602,1,2.9,30.1754455566406,7100.0,31,1,78744,1.98,2018-03-26,3,2018,235868.018691589
39,29376494,427000.0,3.0,2484.0,4,8.0,2,15,1,-97.8246459960938,1,1.23333333333333,30.4428997039795,10890.0,8,5,78726,1.98,2020-03-04,3,2020,536907.263888889
40,69808963,205000.0,3.0,2088.0,4,3.0,1,13,1,-97.5905227661133,1,1.9,30.2261028289795,4399.0,24,2,78725,1.98,2018-01-25,1,2018,200953.288461538
41,121656950,300000.0,3.0,2100.0,4,3.66666666666667,1,12,1,-97.7049026489258,1,4.9,30.1183757781982,43560.0,31,4,78747,1.98,2018-11-30,11,2018,282410.939130435
42,185217474,344600.0,3.0,2134.0,3,8.33333333333333,2,16,1,-97.7975311279297,1,2.0,30.4941444396973,6786.0,41,3,78717,2.21,2019-09-05,9,2019,424404.968944099
43,29366911,3395000.0,5.0,4747.0,5,7.0,1,16,1,-97.9007034301758,1,4.16666666666667,30.4167060852051,86684.4,56,9,78732,1.98,2020-07-10,7,2020,750005.143518519
44,145657963,399900.0,3.0,2629.0,3,3.66666666666667,1,12,1,-97.7212524414062,1,3.13333333333333,30.1614799499512,8537.0,40,1,78744,1.98,2020-06-26,6,2020,295925.357512953
45,29370494,648000.0,3.0,2567.0,4,9.0,2,16,1,-97.7927322387695,1,1.16666666666667,30.4263935089111,11325.6,50,6,78750,1.98,2020-11-30,11,2020,602914.523809524
46,89548844,186500.0,2.0,1420.0,3,3.0,1,13,1,-97.6372833251953,1,3.3,30.2131175994873,7797.0,6,1,78725,1.98,2018-02-01,2,2018,200953.288461538
47,125901465,219000.0,2.0,1267.0,3,3.0,1,13,1,-97.580436706543,1,1.9,30.2382354736328,4617.0,28,1,78725,1.98,2020-04-03,4,2020,259179.960784314
48,63228462,179900.0,2.0,1194.0,3,3.0,1,13,1,-97.5900726318359,1,1.83333333333333,30.2292938232422,5924.0,25,1,78725,1.98,2018-03-22,3,2018,200953.288461538
49,96639474,405000.0,2.0,2142.0,3,6.0,1,14,1,-97.7858047485352,1,2.3,30.4632568359375,5619.0,28,1,78729,2.21,2020-02-18,2,2020,375156.212121212
50,80094409,2950000.0,7.0,9591.0,5,7.0,2,16,1,-97.8905715942383,1,3.53333333333333,30.4186000823975,68389.2,40,4,78732,1.98,2019-10-17,10,2019,660198.8
51,64431038,565000.0,3.0,2169.0,3,3.33333333333333,2,14,1,-97.7160720825195,1,4.63333333333333,30.1158313751221,1001880.0,25,1,78747,1.98,2019-08-01,8,2019,293248.128787879
52,89547842,194098.0,2.0,1296.0,3,3.0,1,13,1,-97.6380462646484,1,3.33333333333333,30.2150192260742,5445.0,9,1,78725,1.98,2019-03-06,3,2019,215552.103448276
53,251030464,255700.0,3.0,2570.0,4,2.66666666666667,2,13,1,-97.5867462158203,1,2.2,30.2593727111816,6098.0,22,2,78724,1.98,2019-04-05,4,2019,271934.333333333
54,29376491,495000.0,3.0,3140.0,5,8.0,2,15,1,-97.8249969482422,1,1.23333333333333,30.4423866271973,9147.0,1,1,78726,1.98,2019-06-07,6,2019,499315.533333333
55,241932962,325000.0,3.0,2068.0,4,3.66666666666667,2,12,1,-97.6977310180664,1,2.9,30.1761322021484,6141.0,67,4,78744,1.98,2020-08-18,8,2020,295925.357512953
56,64729016,250000.0,2.0,2736.0,4,3.33333333333333,1,14,1,-97.6912994384766,1,4.83333333333333,30.1030197143555,64468.8,31,1,78719,1.98,2020-08-13,8,2020,333225.0
57,70355962,198500.0,2.0,1807.0,4,3.0,1,13,1,-97.5803298950195,1,1.86666666666667,30.2389507293701,5749.0,27,4,78725,1.98,2020-04-13,4,2020,259179.960784314
58,29376490,485000.0,3.0,2956.0,5,8.0,1,15,1,-97.8251113891602,1,1.23333333333333,30.4422283172607,8624.0,60,1,78726,1.98,2020-10-30,10,2020,536907.263888889
59,29366907,5495000.0,8.0,8800.0,5,7.0,3,16,1,-97.9008178710938,1,4.16666666666667,30.4180946350098,24829.2,43,5,78732,1.98,2020-10-28,10,2020,750005.143518519
60,250825472,440000.0,3.0,2595.0,5,8.33333333333333,2,16,1,-97.7991790771484,1,2.1,30.4920291900635,5536.0,31,1,78717,2.21,2020-05-15,5,2020,466063.629411765
61,89550834,225000.0,2.0,1420.0,3,3.0,1,13,1,-97.6372680664062,1,3.3,30.2129650115967,9626.0,19,2,78725,1.98,2019-02-01,2,2019,215552.103448276
62,64674953,207900.0,2.0,1929.0,3,3.0,1,13,1,-97.5873565673828,1,1.63333333333333,30.2400455474854,5314.0,26,4,78725,1.98,2018-07-04,7,2018,200953.288461538
63,29374483,575000.0,2.0,2170.0,4,8.66666666666667,1,16,1,-97.8055191040039,0,1.2,30.4339714050293,14810.4,23,1,78750,1.98,2021-01-08,1,2021,
64,29461422,200000.0,3.0,1592.0,3,3.0,2,13,1,-97.5835494995117,1,1.76666666666667,30.2372131347656,6969.0,30,1,78725,1.98,2019-09-24,9,2019,215552.103448276
65,116080970,675000.0,5.0,3837.0,5,7.66666666666667,2,14,1,-97.7928085327148,1,3.26666666666667,30.4886169433594,12632.4,40,2,78717,2.21,2019-07-25,7,2019,424404.968944099
66,70333905,975000.0,4.0,3450.0,4,7.0,1,16,1,-97.8576889038086,1,1.9,30.4246311187744,58806.0,36,1,78726,1.98,2018-01-31,1,2018,483669.983333333
67,29557482,259000.0,2.0,1239.0,3,5.33333333333333,1,12,1,-97.7869491577148,1,1.76666666666667,30.4529762268066,16552.8,19,2,78729,2.21,2019-01-19,1,2019,334509.379310345
68,241932948,275000.0,2.0,1449.0,3,3.66666666666667,1,12,1,-97.697380065918,1,2.9,30.1765880584717,5488.0,40,1,78744,1.98,2020-02-10,2,2020,295925.357512953
69,29461406,199999.0,2.0,1335.0,3,3.0,1,13,1,-97.585334777832,1,1.73333333333333,30.2369918823242,5227.0,18,4,78725,1.98,2019-08-23,8,2019,215552.103448276
70,2081704483,268729.0,2.0,1514.0,3,3.0,1,13,1,-97.6346054077148,1,3.13333333333333,30.2200584411621,4800.0,1,5,78725,1.98,2020-06-29,6,2020,259179.960784314
71,116080962,625000.0,3.0,3111.0,4,7.66666666666667,1,14,1,-97.7940139770508,1,3.26666666666667,30.4880485534668,15681.6,30,1,78717,2.21,2019-07-22,7,2019,424404.968944099
72,29376480,435000.0,3.0,3113.0,4,8.0,2,15,1,-97.8240737915039,1,1.2,30.4431171417236,8973.0,65,7,78726,1.98,2020-07-24,7,2020,536907.263888889
73,241932946,285000.0,3.0,1973.0,3,3.66666666666667,2,12,1,-97.696533203125,1,2.9,30.1762065887451,5662.0,1,2,78744,1.98,2018-12-21,12,2018,235868.018691589
74,29351492,399900.0,2.0,1487.0,2,7.0,1,16,1,-97.7935485839844,1,3.4,30.352840423584,3963.0,26,1,78731,1.98,2019-01-31,1,2019,919896.32967033
75,241932900,215000.0,2.0,1370.0,3,3.0,1,13,1,-97.5817565917969,1,1.83333333333333,30.2367706298828,5749.0,27,1,78725,1.98,2019-08-16,8,2019,215552.103448276
76,29370900,519500.0,4.0,3055.0,4,7.0,2,16,1,-97.8630676269531,1,2.1,30.4230632781982,7666.0,67,3,78726,1.98,2020-11-04,11,2020,536907.263888889
77,110538990,450000.0,3.0,2283.0,4,7.0,2,16,1,-97.826904296875,1,0.6,30.3921375274658,6368.0,14,1,78750,1.98,2018-08-16,8,2018,546095.760416667
78,29372980,463700.0,3.0,3115.0,4,8.0,2,15,1,-97.8270034790039,1,1.53333333333333,30.432731628418,9539.0,37,1,78726,1.98,2018-10-02,10,2018,483669.983333333
79,29459947,209900.0,2.0,1419.0,3,3.0,1,13,1,-97.5855255126953,1,1.66666666666667,30.2431354522705,5558.0,23,1,78725,1.98,2020-03-03,3,2020,259179.960784314
80,241932936,375000.0,5.0,2682.0,7,3.66666666666667,2,12,1,-97.696662902832,1,2.9,30.1784954071045,6969.0,78,2,78744,1.98,2020-08-31,8,2020,295925.357512953
81,89550803,229900.0,3.0,1936.0,4,3.0,2,13,1,-97.6355514526367,1,3.2,30.2156448364258,4573.0,32,1,78725,1.98,2020-06-29,6,2020,259179.960784314
82,29370898,549900.0,4.0,3794.0,4,7.0,2,16,1,-97.8644104003906,1,2.13333333333333,30.42333984375,10105.0,38,1,78726,1.98,2018-08-24,8,2018,483669.983333333
83,29358990,690000.0,3.0,2967.0,4,7.0,2,17,1,-97.7984848022461,1,2.93333333333333,30.3759994506836,10367.0,36,3,78750,1.98,2019-01-19,1,2019,590180.831932773
84,116080957,584900.0,4.0,3787.0,5,7.66666666666667,2,14,1,-97.7944564819336,1,3.3,30.4883518218994,7501.0,43,1,78717,2.21,2019-03-18,3,2019,424404.968944099
85,111373282,287500.0,3.0,2314.0,5,2.66666666666667,1,14,1,-97.6620407104492,1,1.33333333333333,30.4310092926025,7623.0,47,3,78660,1.98,2018-06-30,6,2018,250109.625
86,29375979,599800.0,3.0,2753.0,5,8.66666666666667,1,16,1,-97.7982788085938,0,0.833333333333333,30.4432811737061,11325.6,40,2,78750,1.98,2019-09-30,9,2019,590180.831932773
87,241932935,325000.0,3.0,2068.0,4,3.66666666666667,2,12,1,-97.6968231201172,1,2.9,30.1782112121582,6185.0,22,1,78744,1.98,2018-09-12,9,2018,235868.018691589
88,80115957,350000.0,3.0,1791.0,3,8.33333333333333,2,16,1,-97.7909088134766,1,1.63333333333333,30.5004444122314,5140.0,27,2,78717,2.21,2020-08-26,8,2020,466063.629411765
89,29370894,574900.0,4.0,3338.0,4,7.0,2,16,1,-97.8633499145508,1,2.13333333333333,30.4236278533936,11325.6,1,1,78726,1.98,2018-03-01,3,2018,483669.983333333
90,121658485,374000.0,3.0,2283.0,4,7.0,2,16,1,-97.8263626098633,1,0.6,30.3930473327637,6368.0,25,3,78750,1.98,2019-04-22,4,2019,590180.831932773
91,29375978,699900.0,3.0,2997.0,4,8.66666666666667,1,16,1,-97.7979354858398,0,0.833333333333333,30.4436836242676,27442.8,39,3,78750,1.98,2019-10-25,10,2019,590180.831932773
92,145654939,205000.0,2.0,1225.0,3,3.0,1,13,1,-97.5765838623047,1,2.03333333333333,30.2413921356201,7274.0,22,2,78725,1.98,2019-09-20,9,2019,215552.103448276
93,29370884,425000.0,3.0,2864.0,5,7.0,1,16,1,-97.8606414794922,1,2.06666666666667,30.4257164001465,9670.0,120,3,78726,1.98,2020-09-01,9,2020,536907.263888889
94,29351485,425000.0,2.0,1573.0,3,7.0,1,16,1,-97.7936248779297,1,3.43333333333333,30.3537712097168,3920.0,1,1,78731,1.98,2019-07-17,7,2019,919896.32967033
95,29372475,684000.0,3.0,2656.0,4,9.0,2,16,1,-97.7942504882812,1,1.2,30.4285068511963,10454.0,55,3,78750,1.98,2020-10-05,10,2020,602914.523809524
96,185218453,359965.0,3.0,1975.0,4,8.33333333333333,2,16,1,-97.7860107421875,1,2.0,30.4936752319336,5140.0,40,1,78717,2.21,2020-07-15,7,2020,466063.629411765
97,29392994,120000.0,2.0,1745.0,4,3.66666666666667,1,14,1,-97.661735534668,1,2.46666666666667,30.2816600799561,9452.0,23,7,78725,1.98,2018-06-25,6,2018,200953.288461538
98,111371253,225000.0,2.0,1375.0,3,2.66666666666667,1,14,1,-97.6622161865234,1,1.33333333333333,30.4310626983642,8276.0,34,5,78660,1.98,2018-10-12,10,2018,250109.625
99,2088245915,388990.0,3.0,2502.0,4,3.66666666666667,1,12,1,-97.715950012207,1,3.1,30.161039352417,6969.0,5,3,78744,1.98,2018-10-31,10,2018,235868.018691589
100,29373974,435000.0,2.0,2313.0,4,8.66666666666667,1,16,1,-97.785774230957,0,1.1,30.4355907440186,16988.4,19,2,78750,1.98,2018-10-03,10,2018,546095.760416667
101,29360984,795000.0,3.0,2700.0,4,7.0,2,17,1,-97.7895584106445,1,2.5,30.3807163238525,15246.0,37,2,78750,1.98,2020-07-10,7,2020,602914.523809524
102,241932874,218800.0,2.0,1480.0,3,3.0,1,13,1,-97.5824127197266,1,1.83333333333333,30.2364826202392,5706.0,44,2,78725,1.98,2019-05-10,5,2019,215552.103448276
103,145551433,200000.0,3.0,1321.0,3,3.0,2,13,1,-97.5732345581055,1,2.23333333333333,30.2393798828125,6194.0,24,1,78725,1.98,2019-12-05,12,2019,215552.103448276
104,29376473,368500.0,2.0,2267.0,4,8.0,1,15,1,-97.8227691650391,1,1.2,30.4424533843994,7230.0,19,2,78726,1.98,2018-03-27,3,2018,483669.983333333
105,305430992,454500.0,3.0,2508.0,3,3.66666666666667,1,11,2,-97.6419677734375,1,2.93333333333333,30.29319190979,5749.0,44,1,78724,1.98,2020-10-19,10,2020,305087.3
106,251030246,285000.0,2.0,1791.0,3,3.66666666666667,1,12,1,-97.6442642211914,1,1.2,30.4134311676025,12196.8,26,1,78660,1.98,2020-07-02,7,2020,303125.25
107,29347484,799000.0,7.0,4491.0,5,7.0,2,16,1,-97.8372344970703,1,2.46666666666667,30.3563251495361,142441.2,56,5,78730,1.98,2019-06-21,6,2019,1003678.4691358
108,69811366,199000.0,2.0,1268.0,3,3.0,1,13,1,-97.5913543701172,1,1.73333333333333,30.2332057952881,4007.0,19,2,78725,1.98,2020-02-11,2,2020,259179.960784314
109,116080950,622800.0,3.0,2903.0,3,7.66666666666667,1,14,1,-97.7927703857422,1,3.26666666666667,30.4877796173096,7187.0,36,1,78717,2.21,2018-12-31,12,2018,407792.52173913
110,29370873,429000.0,4.0,3033.0,4,7.0,2,16,1,-97.8621444702148,1,2.03333333333333,30.4237022399902,11325.6,32,9,78726,1.98,2020-01-22,1,2020,536907.263888889
111,83814991,259900.0,3.0,2573.0,3,3.66666666666667,2,11,2,-97.6262130737305,1,2.73333333333333,30.2835445404053,12196.8,33,1,78724,1.98,2019-03-13,3,2019,271934.333333333
112,29375973,629000.0,3.0,2340.0,4,8.66666666666667,2,16,1,-97.7947235107422,0,0.9,30.4385547637939,13503.6,77,3,78750,1.98,2020-10-22,10,2020,602914.523809524
113,116080945,525000.0,3.0,3187.0,4,7.66666666666667,2,14,1,-97.7937240600586,1,3.26666666666667,30.4875736236572,7710.0,40,3,78717,2.21,2019-02-20,2,2019,424404.968944099
114,29370860,345000.0,4.0,3675.0,5,7.0,2,16,1,-97.862419128418,1,2.13333333333333,30.4244270324707,7492.0,55,6,78726,1.98,2020-11-17,11,2020,536907.263888889
115,249890717,255000.0,2.0,1641.0,3,3.0,1,13,1,-97.6354522705078,1,3.16666666666667,30.2190399169922,5000.0,1,1,78725,1.98,2020-03-30,3,2020,259179.960784314
116,2082177903,282226.0,2.0,1413.0,3,3.66666666666667,1,12,1,-97.6934585571289,1,2.96666666666667,30.1750736236572,5532.0,8,1,78744,1.98,2020-02-27,2,2020,295925.357512953
117,63835425,180000.0,2.0,1326.0,3,2.66666666666667,1,13,1,-97.5805206298828,1,2.16666666666667,30.2522277832031,6229.0,24,3,78724,1.98,2018-10-31,10,2018,254167.573529412
118,70341361,184900.0,2.0,1203.0,3,3.0,1,13,1,-97.5895919799805,1,1.86666666666667,30.2275581359863,4312.0,24,2,78725,1.98,2019-08-13,8,2019,215552.103448276
119,29358983,750000.0,4.0,2922.0,3,7.0,2,17,1,-97.7973251342773,1,2.83333333333333,30.3754653930664,8319.0,110,2,78750,1.98,2020-09-11,9,2020,602914.523809524
120,29374973,475000.0,3.0,2428.0,3,8.0,2,15,1,-97.8276443481445,1,1.46666666666667,30.4350852966309,7405.0,38,1,78726,1.98,2020-11-30,11,2020,536907.263888889
121,89550707,219000.0,2.0,1256.0,3,3.0,1,13,1,-97.6374130249023,1,3.3,30.213565826416,10000.0,24,1,78725,1.98,2019-09-06,9,2019,215552.103448276
122,114405230,293300.0,3.0,3047.0,3,2.66666666666667,2,14,1,-97.6632385253906,1,1.3,30.4310626983642,6011.0,33,6,78660,1.98,2019-02-12,2,2019,285695.416666667
123,29459909,229999.0,3.0,1712.0,3,3.0,2,13,1,-97.5844955444336,1,1.7,30.2437896728516,7274.0,25,1,78725,1.98,2019-05-13,5,2019,215552.103448276
124,29375972,415000.0,3.0,2234.0,3,8.66666666666667,1,16,1,-97.7947387695312,0,0.9,30.438814163208,13503.6,40,1,78750,1.98,2018-03-27,3,2018,546095.760416667
125,29396983,175000.0,2.0,1315.0,3,3.66666666666667,1,11,2,-97.6452255249023,1,3.1,30.2913475036621,4835.0,17,2,78724,1.98,2018-12-11,12,2018,254167.573529412
126,58299481,398900.0,2.0,2089.0,3,7.0,1,17,1,-97.7857131958008,1,2.2,30.3783779144287,20037.6,1,4,78750,1.98,2020-12-07,12,2020,602914.523809524
127,145656393,389900.0,3.0,3319.0,5,3.66666666666667,2,12,1,-97.7194976806641,1,3.06666666666667,30.1617393493652,9626.0,35,4,78744,1.98,2019-07-01,7,2019,258333.417647059
128,116080940,536170.0,4.0,3415.0,5,7.66666666666667,2,14,1,-97.7947006225586,1,3.3,30.4878578186035,7230.0,1,9,78717,2.21,2018-08-17,8,2018,407792.52173913
129,29370850,665000.0,4.0,4137.0,5,7.0,2,16,1,-97.8605575561523,1,2.03333333333333,30.4244155883789,18295.2,87,1,78726,1.98,2018-11-29,11,2018,483669.983333333
130,29459907,179900.0,2.0,1587.0,4,3.0,1,13,1,-97.584846496582,1,1.7,30.2439308166504,5880.0,24,1,78725,1.98,2018-03-09,3,2018,200953.288461538
131,29374967,519900.0,3.0,2766.0,4,8.0,2,15,1,-97.8275680541992,1,1.4,30.4361476898193,6054.0,55,1,78726,1.98,2020-09-21,9,2020,536907.263888889
132,2082038175,341054.0,3.0,2643.0,4,3.0,2,13,1,-97.6347045898438,1,3.13333333333333,30.2201499938965,5000.0,2,2,78725,1.98,2019-12-31,12,2019,215552.103448276
133,29358997,428000.0,3.0,2576.0,3,7.0,2,17,1,-97.7973175048828,1,2.83333333333333,30.3762092590332,8537.0,20,10,78750,1.98,2019-10-31,10,2019,590180.831932773
134,70341359,185000.0,2.0,1203.0,3,3.0,1,13,1,-97.589714050293,1,1.86666666666667,30.2273674011231,4312.0,26,2,78725,1.98,2018-12-07,12,2018,200953.288461538
135,185217435,415000.0,4.0,3257.0,5,8.33333333333333,2,16,1,-97.7974853515625,1,1.86666666666667,30.4965476989746,10236.0,40,2,78717,2.21,2018-08-09,8,2018,407792.52173913
136,120898222,299900.0,3.0,2505.0,4,2.66666666666667,2,14,1,-97.6619644165039,1,1.4,30.4328002929688,6141.0,60,5,78660,1.98,2020-10-08,10,2020,303125.25
137,83823977,249900.0,3.0,1659.0,3,3.66666666666667,2,11,2,-97.6276397705078,1,2.76666666666667,30.2830009460449,6098.0,35,2,78724,1.98,2018-06-07,6,2018,254167.573529412
138,70352470,725000.0,4.0,3486.0,4,8.33333333333333,2,17,1,-97.9130325317383,1,2.5,30.3540763854981,19166.4,40,1,78732,1.98,2019-05-17,5,2019,660198.8
139,145551402,198000.0,3.0,1321.0,3,3.0,2,13,1,-97.573844909668,1,2.2,30.2384071350098,6098.0,20,4,78725,1.98,2019-12-03,12,2019,215552.103448276
140,29355980,550000.0,2.0,2100.0,3,7.0,1,16,1,-97.8075866699219,1,4.83333333333333,30.3742942810059,55321.2,1,7,78730,1.98,2018-01-25,1,2018,937407.232876712
141,29465172,179900.0,2.0,1500.0,3,3.0,1,13,1,-97.6287002563477,1,2.9,30.2245006561279,14374.8,22,1,78725,1.98,2018-06-15,6,2018,200953.288461538
142,58300466,355000.0,3.0,1616.0,3,8.66666666666667,2,16,1,-97.8065490722656,0,0.933333333333333,30.4445629119873,8520.0,27,2,78750,1.98,2020-09-10,9,2020,602914.523809524
143,29438720,310000.0,2.0,2046.0,4,3.0,1,14,1,-97.6497497558594,0,1.0,30.4070892333984,6795.0,28,1,78753,1.98,2020-05-28,5,2020,316358.192
144,29459899,155000.0,2.0,1411.0,3,3.0,1,13,1,-97.5859451293945,1,1.66666666666667,30.2445297241211,6534.0,12,1,78725,1.98,2018-02-06,2,2018,200953.288461538
