,zpid,latestPrice,numOfBathrooms,livingAreaSqFt,numOfBedrooms,avgSchoolRating,numOfStories,MedianStudentsPerTeacher,numOfHighSchools,longitude,numOfPrimarySchools,avgSchoolDistance,latitude,lotSizeSqFt,numOfPhotos,numPriceChanges,zipcode,propertyTaxRate,latest_saledate,latest_salemonth,latest_saleyear,averagePrice
53,58300466,355000.0,3.0,1616.0,3,8.66666666666667,2,16,1,-97.8065490722656,0,0.933333333333333,30.4445629119873,8520.0,27,2,78750,1.98,2020-09-10,9,2020,602914.523809524
54,29438720,310000.0,2.0,2046.0,4,3.0,1,14,1,-97.6497497558594,0,1.0,30.4070892333984,6795.0,28,1,78753,1.98,2020-05-28,5,2020,316358.192
55,70352465,1025000.0,5.0,4558.0,5,8.33333333333333,2,17,1,-97.9125442504883,1,2.5,30.3555526733398,28749.6,58,2,78732,1.98,2020-08-06,8,2020,750005.143518519
56,145655881,339900.0,2.0,2095.0,3,3.66666666666667,1,12,1,-97.6969604492188,1,2.9,30.1763916015625,5488.0,34,1,78744,1.98,2020-07-09,7,2020,295925.357512953
57,2079153478,515000.0,3.0,2623.0,4,7.0,1,16,1,-97.8432312011719,1,0.866666666666667,30.3995723724365,8363.0,40,2,78726,1.98,2020-07-30,7,2020,536907.263888889
58,29366849,625000.0,2.0,1947.0,2,7.0,2,16,1,-97.8889694213867,1,3.4,30.4152526855469,27442.8,81,2,78732,1.98,2020-06-18,6,2020,750005.143518519
59,58265966,650000.0,3.0,3352.0,5,7.66666666666667,2,14,1,-97.8151473999023,1,0.7,30.452693939209,8319.0,40,1,78750,2.21,2020-03-12,3,2020,602914.523809524
60,29376465,937000.0,4.0,3695.0,4,8.66666666666667,2,16,1,-97.8214263916016,0,1.76666666666667,30.4422416687012,36590.4,40,1,78726,1.98,2020-03-17,3,2020,536907.263888889
61,29353978,1499000.0,5.0,5099.0,5,7.0,2,16,1,-97.8367385864258,1,1.93333333333333,30.3646907806396,53143.2,100,1,78730,1.98,2020-08-14,8,2020,1109442.6741573
62,29375964,625000.0,3.0,2116.0,3,8.66666666666667,1,16,1,-97.7950592041016,0,0.866666666666667,30.4409160614014,16117.2,32,1,78750,1.98,2020-12-22,12,2020,602914.523809524
63,116080928,729000.0,3.0,3409.0,4,7.66666666666667,1,14,1,-97.7936172485352,1,3.26666666666667,30.4869842529297,10585.0,38,1,78717,2.21,2020-05-14,5,2020,466063.629411765
64,29465145,220000.0,2.0,1554.0,4,3.0,1,13,1,-97.6269683837891,1,2.8,30.2253494262695,14810.4,37,1,78725,1.98,2020-08-31,8,2020,259179.960784314
65,80090962,265000.0,2.0,1704.0,3,3.66666666666667,1,11,2,-97.6316986083984,1,3.16666666666667,30.2739429473877,5662.0,68,4,78724,1.98,2020-07-15,7,2020,305087.3
66,29374964,445000.0,3.0,2852.0,3,8.0,2,15,1,-97.8274230957031,1,1.43333333333333,30.4356632232666,7013.0,11,4,78726,1.98,2020-02-03,2,2020,536907.263888889
67,120896203,315000.0,2.5,2505.0,4,2.66666666666667,2,14,1,-97.6622543334961,1,1.4,30.4329395294189,6098.0,70,1,78660,1.98,2020-07-24,7,2020,303125.25
68,185217426,429900.0,2.0,2191.0,3,8.33333333333333,1,16,1,-97.7973403930664,1,1.9,30.4957103729248,8145.0,27,1,78717,2.21,2020-11-05,11,2020,466063.629411765
69,124843021,4100000.0,10.0,9866.0,6,8.33333333333333,2,17,1,-97.9269790649414,1,3.43333333333333,30.3389587402344,172497.6,149,3,78732,1.98,2020-12-23,12,2020,750005.143518519
70,249710345,385000.0,3.0,2420.0,4,3.66666666666667,2,12,1,-97.7144393920898,1,3.16666666666667,30.1587924957275,6926.0,38,1,78744,1.98,2020-06-15,6,2020,295925.357512953
71,83814445,1225000.0,5.0,5027.0,4,7.0,2,16,1,-97.856819152832,1,2.03333333333333,30.4284362792969,33976.8,40,1,78726,1.98,2020-01-17,1,2020,536907.263888889
72,124154926,459990.0,3.0,2425.0,3,7.66666666666667,1,14,1,-97.7887573242188,1,3.13333333333333,30.4863510131836,5662.0,54,7,78717,2.21,2020-11-20,11,2020,466063.629411765
73,2087686692,289000.0,2.0,1780.0,4,3.0,1,14,1,-97.6402206420898,0,1.23333333333333,30.4103240966797,5998.0,44,1,78660,1.98,2020-06-03,6,2020,303125.25
74,251035839,439000.0,3.0,2501.0,4,3.66666666666667,1,12,1,-97.7196884155273,1,3.43333333333333,30.1521110534668,7405.0,81,4,78744,1.98,2020-08-03,8,2020,295925.357512953
75,29396958,225000.0,2.0,1306.0,3,3.66666666666667,1,11,2,-97.646125793457,1,3.16666666666667,30.2888946533203,4617.0,31,1,78724,1.98,2020-06-10,6,2020,305087.3
76,29370822,413900.0,2.0,2218.0,3,7.0,1,16,1,-97.8608245849609,1,2.0,30.4235877990723,8712.0,31,3,78726,1.98,2020-04-29,4,2020,536907.263888889
77,29374462,750000.0,3.0,2373.0,4,8.66666666666667,1,16,1,-97.8052978515625,0,1.13333333333333,30.4348449707031,14810.4,76,2,78750,1.98,2020-07-30,7,2020,602914.523809524
78,29334450,699000.0,4.0,4021.0,4,5.66666666666667,2,16,1,-97.8576812744141,1,4.9,30.2957191467285,13939.2,40,9,78735,1.98,2020-11-20,11,2020,1009542.2688172
79,64901960,598000.0,4.0,3559.0,4,8.0,2,15,1,-97.8196716308594,1,1.46666666666667,30.4316558837891,8842.0,72,3,78726,1.98,2020-07-24,7,2020,536907.263888889
80,145657822,254000.0,2.0,2047.0,4,3.0,1,13,1,-97.5912551879883,1,1.7,30.23415184021,7026.0,24,4,78725,1.98,2020-08-13,8,2020,259179.960784314
81,29370800,579000.0,4.0,3976.0,5,7.0,2,16,1,-97.859130859375,1,2.0,30.4251708984375,9757.0,32,4,78726,1.98,2020-06-12,6,2020,536907.263888889
82,29358963,359000.0,3.0,2498.0,4,7.0,2,17,1,-97.7955474853516,1,2.73333333333333,30.3755359649658,9931.0,65,5,78750,1.98,2020-08-10,8,2020,602914.523809524
83,29341440,1995000.0,4.0,4771.0,5,9.0,3,15,0,-97.8171081542969,0,2.1,30.3185024261475,30056.4,85,3,78746,1.98,2020-11-24,11,2020,1671943.75
84,144334371,199950.0,2.0,1589.0,4,3.0,1,13,1,-97.5867462158203,1,1.6,30.2424030303955,5532.0,15,2,78725,1.98,2020-01-21,1,2020,259179.960784314
85,29396923,230000.0,2.0,1190.0,3,3.66666666666667,1,11,2,-97.6456756591797,1,3.13333333333333,30.2904796600342,4791.0,22,4,78724,1.98,2020-12-09,12,2020,305087.3
86,121655462,405000.0,3.0,2299.0,4,7.0,2,16,1,-97.8289947509766,1,0.533333333333333,30.39280128479,6368.0,46,1,78750,1.98,2020-05-13,5,2020,602914.523809524
87,114405939,1100000.0,4.0,4380.0,4,7.0,2,16,1,-97.8296279907227,1,5.43333333333333,30.3377227783203,16552.8,33,5,78730,1.98,2020-01-21,1,2020,1109442.6741573
88,83821443,1400000.0,5.0,4500.0,5,7.0,2,16,1,-97.8867416381836,1,3.3,30.4181423187256,11761.2,50,1,78732,1.98,2020-10-19,10,2020,750005.143518519
89,2108947312,194000.0,2.5,1250.0,2,3.0,2,13,1,-97.5728454589844,1,2.23333333333333,30.2369232177734,5314.0,22,3,78725,1.98,2020-01-09,1,2020,259179.960784314
90,58298457,2650000.0,5.0,5921.0,5,7.0,1,16,1,-97.8431396484375,1,1.76666666666667,30.3695373535156,129373.2,84,2,78730,1.98,2020-10-27,10,2020,1109442.6741573
91,305432656,335269.0,3.0,1753.0,3,4.66666666666667,2,15,1,-97.6608505249023,1,1.56666666666667,30.44114112854,4791.0,18,1,78660,1.98,2020-05-28,5,2020,303125.25
92,83823430,535000.0,4.0,3297.0,4,8.33333333333333,2,17,1,-97.9118347167969,1,2.56666666666667,30.3481426239014,7405.0,67,6,78732,1.98,2020-02-24,2,2020,750005.143518519
93,251036682,505847.0,3.0,2766.0,4,3.66666666666667,1,12,1,-97.721321105957,1,3.66666666666667,30.1476364135742,8398.0,16,4,78744,1.98,2020-09-17,9,2020,295925.357512953
94,29377453,574887.0,3.0,2698.0,4,8.66666666666667,2,16,1,-97.8075637817383,0,0.966666666666667,30.4449081420898,13939.2,65,2,78750,1.98,2020-02-13,2,2020,602914.523809524
95,58298456,1695000.0,6.0,4407.0,4,7.0,2,16,1,-97.8440399169922,1,1.8,30.3689289093018,102366.0,65,2,78730,1.98,2020-08-31,8,2020,1109442.6741573
96,114405941,750000.0,4.0,4056.0,4,8.33333333333333,1,17,1,-97.9033203125,1,2.76666666666667,30.3416805267334,13939.2,29,4,78732,1.98,2020-07-01,7,2020,750005.143518519
97,29377451,869999.0,4.0,3542.0,4,8.66666666666667,1,16,1,-97.8076324462891,0,1.0,30.4443054199219,16117.2,29,4,78750,1.98,2020-06-15,6,2020,602914.523809524
98,58298866,475000.0,2.0,1490.0,3,7.0,1,17,1,-97.7886505126953,1,2.33333333333333,30.3745594024658,5052.0,29,2,78750,1.98,2020-12-14,12,2020,602914.523809524
99,145656291,395000.0,3.0,2515.0,4,3.66666666666667,2,12,1,-97.7228927612305,1,3.06666666666667,30.1643867492676,6534.0,1,2,78744,1.98,2020-01-10,1,2020,295925.357512953
100,83827917,615000.0,4.0,3458.0,4,8.33333333333333,2,17,1,-97.908576965332,1,2.76666666666667,30.3420791625977,8842.0,52,4,78732,1.98,2020-07-28,7,2020,750005.143518519
101,241930950,557000.0,4.0,3013.0,4,7.0,2,16,1,-97.8423156738281,1,1.96666666666667,30.43212890625,14810.4,22,4,78726,1.98,2020-05-29,5,2020,536907.263888889
102,2080854860,200000.0,3.0,1321.0,3,3.0,2,13,1,-97.5733184814453,1,2.2,30.2395915985107,3571.0,32,1,78725,1.98,2020-03-23,3,2020,259179.960784314
103,29368684,2750000.0,6.5,6392.0,4,7.0,2,16,1,-97.8910980224609,1,3.6,30.4187278747559,69260.4,8,3,78732,1.98,2020-04-30,4,2020,750005.143518519
104,83819673,865000.0,3.0,2895.0,3,7.0,3,16,1,-97.8929443359375,1,3.66666666666667,30.4158802032471,11761.2,60,1,78732,1.98,2020-07-23,7,2020,750005.143518519
105,29344920,8999000.0,8.0,7745.0,7,9.33333333333333,2,14,0,-97.8466567993164,0,3.46666666666667,30.3372230529785,87120.0,1,6,78733,1.98,2020-08-04,8,2020,1070022.27272727
106,29368449,545000.0,2.0,2338.0,3,9.0,2,16,1,-97.8043823242188,1,1.7,30.4209785461426,12632.4,39,9,78750,1.98,2020-06-16,6,2020,602914.523809524
107,29368659,549500.0,3.0,2162.0,3,7.0,2,16,1,-97.8848724365234,1,3.23333333333333,30.4193553924561,21780.0,81,8,78732,1.98,2020-04-30,4,2020,750005.143518519
108,58298947,798500.0,4.0,2927.0,4,7.0,2,17,1,-97.8001098632812,1,3.0,30.3757247924805,9452.0,75,4,78750,1.98,2020-08-05,8,2020,602914.523809524
109,64750934,849900.0,2.0,1850.0,3,8.0,1,14,0,-97.8708267211914,0,4.03333333333333,30.3365688323975,11761.2,8,1,78733,1.98,2020-03-18,3,2020,1070022.27272727
110,120290135,304000.0,3.0,2486.0,3,2.66666666666667,2,14,1,-97.6609420776367,1,1.4,30.4323043823242,6229.0,1,1,78660,1.98,2020-07-20,7,2020,303125.25
111,70330433,625000.0,0.0,4941.0,5,8.0,1,14,0,-97.8583221435547,0,3.6,30.3323574066162,44431.2,15,11,78733,1.98,2020-09-28,9,2020,1070022.27272727
112,29361022,849500.0,3.0,2667.0,4,7.0,1,17,1,-97.7865829467773,1,2.26666666666667,30.3777275085449,21780.0,50,2,78750,1.98,2020-12-14,12,2020,602914.523809524
113,29376446,549900.0,3.0,2829.0,4,8.0,2,15,1,-97.8259048461914,1,1.3,30.4409484863281,8712.0,39,1,78726,1.98,2020-11-24,11,2020,536907.263888889
114,2080460279,399900.0,3.0,2519.0,3,3.66666666666667,1,12,1,-97.7193603515625,1,3.06666666666667,30.1626262664795,9496.0,23,1,78744,1.98,2020-04-17,4,2020,295925.357512953
115,70330432,325000.0,4.0,5800.0,5,8.0,1,14,0,-97.8580169677734,0,3.63333333333333,30.3326930999756,43995.6,61,7,78733,1.98,2020-08-12,8,2020,1070022.27272727
116,121719897,550000.0,3.0,3021.0,4,7.66666666666667,2,14,1,-97.7895431518555,1,3.23333333333333,30.4906272888184,6882.0,37,1,78717,2.21,2020-11-23,11,2020,466063.629411765
117,29368642,564900.0,4.0,3422.0,4,7.0,2,16,1,-97.8630294799805,1,2.03333333333333,30.4222793579102,7235.0,114,3,78726,1.98,2020-11-19,11,2020,536907.263888889
118,145654553,285000.0,2.0,1491.0,3,3.0,1,13,1,-97.6341857910156,1,3.13333333333333,30.2210063934326,6098.0,2,2,78725,1.98,2020-11-05,11,2020,259179.960784314
119,29341408,1295000.0,5.0,4700.0,5,9.0,3,15,0,-97.8133087158203,0,2.05,30.3192558288574,33105.6,78,3,78746,1.98,2020-10-29,10,2020,1671943.75
120,29376445,620000.0,4.0,2710.0,4,8.0,2,15,1,-97.8258972167969,1,1.3,30.4411506652832,9147.0,81,6,78726,1.98,2020-11-13,11,2020,536907.263888889
121,88014884,379800.0,3.0,1970.0,3,8.33333333333333,2,16,1,-97.7904586791992,1,1.7,30.498477935791,6141.0,82,3,78717,2.21,2020-07-21,7,2020,466063.629411765
122,29370832,540000.0,3.0,2871.0,4,7.0,1,16,1,-97.8597259521484,1,1.93333333333333,30.4235363006592,9147.0,27,1,78726,1.98,2020-12-21,12,2020,536907.263888889
123,70338351,207500.0,3.0,1550.0,4,2.66666666666667,2,13,1,-97.5832748413086,1,2.03333333333333,30.2490196228027,8712.0,21,7,78724,1.98,2020-04-10,4,2020,305087.3
124,29343407,975000.0,5.0,4269.0,4,9.0,2,15,0,-97.8047790527344,0,2.05,30.3306846618652,22651.2,42,6,78746,1.98,2020-09-18,9,2020,1671943.75
125,29374944,480000.0,3.0,2455.0,5,8.0,2,15,1,-97.8259582519531,1,1.36666666666667,30.4358692169189,7840.0,45,3,78726,1.98,2020-06-15,6,2020,536907.263888889
126,249891260,405000.0,4.0,2766.0,4,3.66666666666667,2,12,1,-97.7126846313477,1,3.16666666666667,30.1576957702637,6011.0,37,1,78744,1.98,2020-09-09,9,2020,295925.357512953
127,29368632,265000.0,2.0,2051.0,3,7.0,1,16,1,-97.8605651855469,1,1.93333333333333,30.4225063323975,7361.0,1,1,78726,1.98,2020-09-22,9,2020,536907.263888889
128,29372944,622500.0,4.0,3962.0,4,8.66666666666667,2,16,1,-97.8106231689453,0,1.53333333333333,30.4287261962891,13068.0,86,3,78750,1.98,2020-07-24,7,2020,602914.523809524
129,63837777,175000.0,2.0,1278.0,3,3.0,1,13,1,-97.5876693725586,1,1.83333333333333,30.2315311431885,4626.0,54,3,78725,1.98,2020-08-14,8,2020,259179.960784314
130,119984117,300000.0,3.0,2413.0,3,2.66666666666667,2,14,1,-97.6636428833008,1,1.3,30.4328327178955,6577.0,28,1,78660,1.98,2020-01-30,1,2020,303125.25
131,29343404,1250000.0,5.0,5865.0,4,9.0,2,15,0,-97.8053665161133,0,2.0,30.3312702178955,18730.8,1,1,78746,1.98,2020-08-14,8,2020,1671943.75
132,111373376,575000.0,4.0,2972.0,4,8.33333333333333,2,17,1,-97.9103240966797,1,2.83333333333333,30.3407917022705,9931.0,39,2,78732,1.98,2020-05-22,5,2020,750005.143518519
133,29376441,510000.0,2.0,2580.0,4,8.0,1,15,1,-97.8262634277344,1,1.3,30.4413871765137,9452.0,67,2,78726,1.98,2020-07-22,7,2020,536907.263888889
134,29342426,420000.0,2.0,1499.0,3,8.0,1,14,0,-97.8733596801758,0,3.63333333333333,30.3280372619629,19602.0,39,4,78733,1.98,2020-07-14,7,2020,1070022.27272727
135,251030758,350000.0,3.0,2360.0,3,3.66666666666667,2,12,1,-97.6939926147461,1,2.96666666666667,30.1750030517578,5662.0,68,1,78744,1.98,2020-10-22,10,2020,295925.357512953
136,125792898,1325000.0,4.0,3895.0,4,7.0,1,16,1,-97.8291091918945,1,5.33333333333333,30.3344058990479,17859.6,40,1,78730,1.98,2020-12-18,12,2020,1109442.6741573
137,70331933,1400000.0,4.0,4237.0,4,7.0,2,16,1,-97.8138656616211,1,4.8,30.3624649047852,132858.0,38,3,78730,1.98,2020-03-09,3,2020,1109442.6741573
138,29368601,242200.0,3.0,3165.0,5,7.0,2,16,1,-97.8613128662109,1,1.93333333333333,30.4203701019287,13068.0,34,13,78726,1.98,2020-01-24,1,2020,536907.263888889
139,64505930,1125000.0,4.0,3764.0,3,7.0,2,16,1,-97.811393737793,1,5.26666666666667,30.3812408447266,69696.0,46,1,78730,1.98,2020-04-01,4,2020,1109442.6741573
140,88019366,384900.0,3.0,1884.0,3,8.33333333333333,2,16,1,-97.7863998413086,1,1.6,30.5031223297119,5662.0,102,2,78717,2.21,2020-08-11,8,2020,466063.629411765
141,241936607,265000.0,2.0,1359.0,3,3.66666666666667,1,12,1,-97.6431274414062,1,1.2,30.4132652282715,12196.8,36,1,78660,1.98,2020-11-29,11,2020,303125.25
142,29374432,619900.0,3.0,2526.0,3,8.66666666666667,1,16,1,-97.8035583496094,0,1.03333333333333,30.4365367889404,16552.8,38,3,78750,1.98,2020-07-27,7,2020,602914.523809524
143,249891254,320000.0,2.0,1754.0,3,3.66666666666667,1,12,1,-97.7149124145508,1,3.16666666666667,30.1585903167725,6534.0,70,2,78744,1.98,2020-06-08,6,2020,295925.357512953
144,79981846,209000.0,2.0,1236.0,4,3.0,1,13,1,-97.5778503417969,1,2.0,30.2408657073975,5880.0,54,2,78725,1.98,2020-05-29,5,2020,259179.960784314
